Keyword,Position,Previous Position,Search Volume,Keyword Difficulty Index,CPC,Url,Traffic (%),Traffic Cost (%),Competition,Number of Results,Trends,Timestamp
"net relacionamento","45","42","320","75.96","0.61","https://blog.neoassist.com/net-promoter-score-nps/","0.00","0.00","0.25","23700000","0.54,0.54,0.44,0.54,0.67,0.54,1.00,0.67,0.81,0.81,0.81,0.81","1511902963"
"sinônimos de desenvolver","58","55","70","77.02","0.00","https://blog.neoassist.com/marketing-de-relacionamento-atendimento-cliente/","0.00","0.00","0.00","739000","0.10,0.10,0.03,0.10,0.01,0.02,0.44,1.00,0.10,0.16,0.16,0.16","1511305781"
"atendimento ao consumidor claro","40","35","50","78.97","1.07","https://blog.neoassist.com/servico-de-atendimento-ao-cliente-frases-que-nao-devem-ser-ditas-pelo-seu-sac/","0.00","0.00","0.49","568000","0.60,0.80,0.80,1.00,0.80,1.00,1.00,1.00,1.00,0.60,1.00,0.80","1512545431"
"service level sla","64","29","70","69.93","0.00","https://blog.neoassist.com/service-level-agreement-kpi/","0.00","0.00","0.00","4640000","1.00,0.80,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.40","1511290978"
"kpis","50","0","2400","65.49","1.27","https://blog.neoassist.com/service-level-agreement-kpi/","0.00","0.00","0.02","16000000","0.66,0.66,0.66,0.83,0.83,0.83,0.83,0.66,0.83,0.83,1.00,1.00","1513082994"
"programa de gerenciamento de clientes","73","67","20","79.89","11.92","https://blog.neoassist.com/gestao-de-relacionamento-com-o-cliente/","0.00","0.00","0.99","459000","0.33,0.67,0.67,0.33,0.67,0.33,1.00,0.33,0.67,0.67,0.67,0.33","1511699979"
"o que é crm sistema de informação","56","68","90","62.22","32.00","https://blog.neoassist.com/gestao-de-relacionamento-com-o-cliente/","0.00","0.00","0.71","545000","0.11,0.56,0.22,0.56,1.00,0.33,1.00,0.33,0.11,0.11,0.11,0.56","1513430235"
"fidelizar significado","75","0","90","72.07","0.00","https://blog.neoassist.com/gestao-de-relacionamento-com-o-cliente/","0.00","0.00","0.02","230000","0.14,0.43,0.19,0.43,1.00,0.52,0.10,0.24,0.14,0.14,0.14,0.24","1509753645"
"oq eh q tem","40","45","90","89.70","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.00","804000","0.22,0.33,1.00,0.44,1.00,1.00,0.56,0.22,0.56,0.33,0.33,0.33","1513594174"
"oq é gestão","71","63","320","71.42","2.41","https://blog.neoassist.com/gestao-de-relacionamento-com-o-cliente/","0.00","0.00","0.05","745000","0.30,0.30,0.67,0.30,0.36,0.19,0.24,1.00,0.67,0.67,0.55,0.24","1513272435"
"relacionamentos dicas","69","0","170","80.58","0.48","https://blog.neoassist.com/7-dicas-de-atendimento-para-construir-relacionamentos-mais-fortes/","0.00","0.00","0.19","692000","0.66,0.66,0.81,1.00,0.34,0.44,0.44,0.22,0.28,0.44,0.28,0.28","1512520349"
"voip o que significa","82","99","70","65.80","0.00","https://blog.neoassist.com/telefonia-voip-neoassist/","0.00","0.00","0.49","443000","0.78,0.78,0.22,0.78,1.00,0.11,1.00,0.44,0.78,0.78,0.33,0.22","1511285084"
"a importancia da qualidade no atendimento","23","29","70","57.69","1.10","https://blog.neoassist.com/qualidade-no-atendimento-ao-cliente-5-pilares/","0.00","0.00","0.14","515000","0.29,1.00,0.43,1.00,0.14,0.57,0.14,0.57,0.29,0.29,0.29,1.00","1511194318"
"sinonimos de ter","61","57","260","83.90","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.00","282000","0.36,0.54,0.67,0.67,0.54,0.28,0.23,0.54,0.82,0.82,1.00,0.82","1511895641"
"www maisvoce com receita de hoje","76","0","50","78.85","0.03","https://blog.neoassist.com/satisfacao-do-cliente/","0.00","0.00","0.29","438000","0.11,0.22,0.78,1.00,0.78,0.56,0.33,0.56,0.56,0.44,0.44,0.22","1512548654"
"a palavra trabalho tem sempre o mesmo significado","40","34","390","85.40","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.01","18700000","0.11,0.02,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.23,1.00,0.09","1511422448"
"o que é com","54","51","260","82.95","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.00","42400000","0.55,1.00,0.24,1.00,0.44,0.16,0.67,0.30,0.44,0.44,0.30,0.12","1511423308"
"www.relacionamento.com.br","99","0","40","61.05","1.30","https://blog.neoassist.com/central-de-relacionamento-com-o-cliente-como-e-a-minha/","0.00","0.00","0.98","4860000","0.60,0.80,0.60,0.80,0.60,1.00,0.80,0.60,0.80,0.80,0.60,0.40","1512841877"
"qualidade no atendimento ao cliente tcc","21","0","140","69.71","3.06","https://blog.neoassist.com/qualidade-no-atendimento-ao-cliente-5-pilares/","0.00","0.00","0.27","606000","0.36,0.06,0.01,0.67,1.00,1.00,0.44,0.19,0.29,0.29,0.19,0.29","1513368536"
"mal atendimento ao cliente","12","14","40","52.56","0.00","https://blog.neoassist.com/cinco-principais-causas-de-atrito-com-clientes-e-como-lidar-com-eles/","0.00","0.00","0.03","3630000","0.60,0.80,1.00,1.00,0.80,0.60,0.60,0.80,0.80,0.60,0.80,0.80","1513085165"
"service kpi","50","48","70","32.41","0.00","https://blog.neoassist.com/service-level-agreement-kpi/","0.00","0.00","0.00","43800000","0.11,0.78,0.33,0.78,0.11,0.44,0.56,0.11,0.78,0.78,1.00,0.78","1511287115"
"sinonimos por isso","85","64","90","78.16","0.00","https://blog.neoassist.com/marketing-de-relacionamento-atendimento-cliente/","0.00","0.00","0.00","202000","0.11,0.11,0.56,0.11,1.00,0.78,1.00,0.33,0.11,0.11,0.44,0.56","1511251255"
"como melhorar o mundo","62","67","170","79.50","3.16","https://blog.neoassist.com/como-o-open-source-e-voce-podem-mudar-o-mundo/","0.00","0.00","0.10","13000000","1.00,0.24,0.24,0.06,0.24,0.29,0.15,0.19,0.82,0.54,0.54,0.44","1513338747"
"qual é o significado","52","58","5400","80.24","0.00","https://blog.neoassist.com/qual-e-o-significado-de-qualidade-para-os-clientes/","0.00","0.00","0.00","9500000","0.07,0.03,0.01,0.03,1.00,0.04,0.06,0.01,0.02,0.02,0.02,0.07","1513519369"
"atendimento eficaz ao cliente","42","36","50","69.14","0.00","https://blog.neoassist.com/qualidade-no-atendimento-ao-cliente-5-pilares/","0.00","0.00","0.22","384000","0.78,0.56,0.78,1.00,1.00,0.56,0.33,0.33,0.33,0.56,0.44,0.44","1512605693"
"significado de diverso","82","0","90","83.45","0.00","https://blog.neoassist.com/contact-center-o-que-e/","0.00","0.00","0.00","1570000","0.78,0.11,0.56,0.11,1.00,0.33,1.00,0.33,0.56,0.56,0.78,0.11","1511236788"
"proativo ou pró ativo","45","45","720","80.18","0.00","https://blog.neoassist.com/proatividade-no-atendimento-ao-cliente/","0.00","0.00","0.00","33000","0.88,0.72,0.59,0.59,0.39,0.48,1.00,0.88,0.88,0.59,0.59,0.72","1511584732"
"dicas de bom relacionamento","93","67","90","77.02","0.00","http://blog.neoassist.com/lp/dicas-para-um-bom-relacionamento-com-clientes/","0.00","0.00","0.05","707000","0.33,0.11,0.44,0.11,0.78,0.33,0.22,0.78,0.11,0.11,1.00,0.11","1510511661"
"afinal sinonimos","97","0","40","76.08","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.00","25000","0.22,0.33,0.44,0.33,0.33,0.22,0.22,0.44,1.00,0.78,0.78,0.56","1512993481"
"o que e relacionamento","14","14","90","78.17","0.35","https://blog.neoassist.com/o-que-e-relacionamento-com-o-cliente/","0.00","0.00","0.00","30600000","0.12,0.10,0.36,0.16,0.44,1.00,1.00,0.44,0.30,0.30,0.30,0.30","1513463538"
"operador de atendimento","78","0","260","77.34","0.32","https://blog.neoassist.com/5-regras-bom-atendimento-sac/","0.00","0.00","0.16","563000","0.66,0.66,0.81,0.53,0.53,0.53,0.81,1.00,1.00,0.66,0.81,1.00","1511896136"
"o que e uma qualidade","16","0","90","77.64","0.00","https://blog.neoassist.com/qual-e-o-significado-de-qualidade-para-os-clientes/","0.00","0.00","0.04","55000000","0.11,0.56,0.22,0.56,1.00,0.33,1.00,0.33,0.11,0.11,0.11,0.56","1513581848"
"sinonimos de criar","46","46","210","75.03","0.00","https://blog.neoassist.com/marketing-de-relacionamento-atendimento-cliente/","0.00","0.00","0.00","185000","0.15,0.82,0.15,0.36,0.15,0.29,1.00,1.00,0.44,0.29,0.29,0.19","1513316667"
"disposição significado","94","0","720","84.23","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.00","1270000","0.77,0.45,0.25,0.30,0.68,0.30,0.55,0.45,0.30,0.45,1.00,0.55","1511689866"
"o que é uma cultura","53","36","30","78.31","0.00","https://blog.neoassist.com/orientacao-ao-cliente-atendimento/","0.00","0.00","0.02","8500000","0.14,0.43,0.57,0.71,0.57,0.14,0.14,0.57,1.00,0.71,0.57,0.43","1511773130"
"teste de regressão","72","65","390","57.41","2.73","https://blog.neoassist.com/automatestando-importancia-de-automatizar-testes-de-software/","0.00","0.00","0.04","591000","0.19,0.82,0.44,0.19,0.44,1.00,0.29,0.67,0.15,1.00,1.00,0.15","1511629795"
"satisfazer o cliente","24","0","70","66.86","5.11","https://blog.neoassist.com/o-que-e-satisfacao-do-cliente/","0.00","0.00","0.07","593000","0.56,1.00,0.44,1.00,0.11,0.22,0.78,0.22,0.44,0.44,0.56,0.22","1511171387"
"como falar com a claro por telefone","74","78","30","81.52","1.36","https://blog.neoassist.com/o-que-e-sac/","0.00","0.00","0.57","1040000","0.20,0.40,0.60,0.80,0.40,0.80,0.60,0.80,0.60,0.60,0.80,1.00","1513106877"
"como fazer um questionario","21","12","110","68.20","0.45","https://blog.neoassist.com/questionario-de-satisfacao-em-8-passos/","0.00","0.00","0.16","1220000","1.00,0.65,0.41,0.53,0.82,0.82,1.00,0.29,0.24,0.41,0.82,1.00","1513409642"
"resumo sinonimos","72","78","390","85.95","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.00","97000","0.29,0.04,0.12,0.04,0.36,0.19,0.24,1.00,0.10,0.67,0.54,0.24","1513214475"
"sala de relacionamentos","65","73","20","78.80","1.98","https://blog.neoassist.com/a-jornada-do-relacionamento-com-o-cliente/","0.00","0.00","0.96","770000","0.67,0.67,1.00,0.33,0.33,0.67,0.33,0.33,0.67,0.33,1.00,1.00","1511812610"
"oque e isso","88","0","170","89.71","0.00","https://blog.neoassist.com/o-que-e-sac/","0.00","0.00","0.00","65100000","0.52,0.52,0.52,0.52,0.52,0.67,0.67,1.00,1.00,1.00,1.00,1.00","1512459033"
"mensagens de bom dia para clientes","55","0","40","69.80","0.00","https://blog.neoassist.com/bom-atendimento-ao-cliente-melhores-praticas/","0.00","0.00","0.01","843000","0.60,0.80,0.60,0.80,0.80,0.40,0.60,0.60,0.80,1.00,1.00,0.80","1509342842"
"claro numero de atendimento ao cliente","86","82","90","78.55","1.30","https://blog.neoassist.com/o-que-e-sac/","0.00","0.00","0.37","769000","0.06,0.16,0.06,0.12,0.16,0.28,0.34,1.00,0.81,0.09,0.16,0.12","1512487929"
"redes sociais conceito","90","94","90","75.66","0.00","https://blog.neoassist.com/tudo-o-que-voce-precisa-saber-sobre-sac-2-0/","0.00","0.00","0.05","449000","0.65,0.53,1.00,0.82,0.82,0.24,0.12,0.24,0.65,0.65,0.65,0.65","1512444489"
"como faser email","90","94","70","71.99","0.58","https://blog.neoassist.com/gerenciador-de-email/","0.00","0.00","0.81","14400000","0.78,0.56,0.78,0.56,0.78,1.00,0.78,0.56,1.00,0.78,0.78,0.56","1512489646"
"no seculo","60","79","90","74.10","0.00","https://blog.neoassist.com/modernizar-o-atendimento-seculo-21/","0.00","0.00","0.01","17000000","1.00,0.11,0.44,0.11,0.78,0.78,0.78,0.33,0.11,0.11,0.33,0.56","1513584010"
"central sinonimo","85","91","320","83.63","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.00","5000000","0.12,0.02,0.08,0.02,0.36,0.30,0.16,0.67,0.02,1.00,0.55,1.00","1513278522"
"o que é o crm","96","94","70","67.97","33.27","https://blog.neoassist.com/gestao-de-relacionamento-com-o-cliente/","0.00","0.00","0.22","9480000","0.36,0.64,0.82,0.82,1.00,0.45,0.36,0.36,0.82,0.64,1.00,0.82","1512438642"
"o que é vc","58","76","260","75.14","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.03","435000000","1.00,0.82,0.36,0.82,0.82,0.12,0.12,0.30,0.44,0.44,0.44,0.12","1513564911"
"o que significa necessário","100","82","110","79.83","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.00","28200000","0.05,0.07,0.15,0.07,0.29,0.36,0.66,0.12,0.07,1.00,0.19,1.00","1513408189"
"quero a receita de hoje do mais voce","67","59","30","86.45","0.03","https://blog.neoassist.com/satisfacao-do-cliente/","0.00","0.00","0.29","3260000","0.71,0.14,0.29,0.29,0.29,0.14,0.71,0.57,0.57,1.00,0.71,0.57","1511390141"
"sinonimos de encaixar","55","53","70","72.18","0.00","https://blog.neoassist.com/marketing-de-relacionamento-atendimento-cliente/","0.00","0.00","0.00","262000","0.29,0.57,0.14,0.57,0.14,0.29,0.43,1.00,0.57,0.57,0.71,1.00","1511314153"
"satisfação do cliente segundo kotler","17","0","90","69.48","0.39","https://blog.neoassist.com/o-que-e-satisfacao-do-cliente/","0.00","0.00","0.08","95000","0.78,0.11,0.56,0.11,1.00,0.33,1.00,0.33,0.56,0.56,0.78,0.11","1513457022"
"relacionar sinonimo","75","0","320","78.23","0.00","https://blog.neoassist.com/o-que-e-relacionamento-com-o-cliente/","0.00","0.00","0.00","494000","0.01,0.01,0.03,0.01,0.03,0.02,0.24,0.10,0.06,0.06,1.00,0.29","1511416000"
"o significado da palavra deferido","65","0","90","82.83","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.00","310000","0.78,0.56,0.22,0.56,1.00,1.00,1.00,0.33,0.56,0.56,0.33,0.11","1509726696"
"evolução da web","81","0","90","63.64","0.00","https://blog.neoassist.com/a-evolucao-do-consumidor-3-0/","0.00","0.00","0.00","18900000","1.00,0.05,0.10,0.05,0.12,0.02,0.06,0.02,0.10,0.19,0.05,0.10","1510531601"
"significado de eficiente","88","0","210","80.57","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.00","3020000","0.15,0.82,0.15,0.36,0.15,0.29,1.00,1.00,0.44,0.29,0.29,0.19","1513294713"
"qual é o significado de","53","46","390","85.35","0.00","https://blog.neoassist.com/qual-e-o-significado-de-qualidade-para-os-clientes/","0.00","0.00","0.00","9860000","0.36,0.44,0.44,0.54,0.44,0.36,0.29,0.66,1.00,0.81,0.81,1.00","1511610827"
"historia da telefonia","65","0","90","74.57","0.00","https://blog.neoassist.com/historia-do-call-center/","0.00","0.00","0.01","529000","0.82,0.18,0.05,0.18,0.18,0.03,1.00,0.03,0.08,0.08,0.44,0.03","1509737065"
"significado de prezar","65","72","320","77.45","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.00","139000","0.19,0.16,0.08,0.16,0.67,1.00,0.24,0.55,0.36,0.36,0.36,0.24","1513281507"
"empresa fast food","77","81","50","78.66","0.00","https://blog.neoassist.com/autoatendimento-fast-food/","0.00","0.00","0.24","947000","0.71,1.00,0.71,0.71,0.71,0.29,0.57,0.29,0.71,0.71,0.57,0.71","1512526047"
"para que serve a internet hoje em dia","73","78","90","67.33","0.00","https://blog.neoassist.com/o-que-e-sac/","0.00","0.00","0.02","11500000","1.00,0.11,0.44,0.11,0.78,0.78,0.78,0.33,0.11,0.11,0.33,0.56","1513594274"
"claro empresa atendimento","84","0","70","80.38","1.43","https://blog.neoassist.com/o-que-e-sac/","0.00","0.00","0.38","1660000","0.44,0.56,0.11,0.56,1.00,1.00,0.33,1.00,0.22,0.22,0.44,0.22","1511207632"
"quem eram os clientes","41","0","210","86.45","0.00","https://blog.neoassist.com/satisfacao-do-cliente/","0.00","0.00","0.04","3770000","1.00,0.03,0.12,0.03,0.08,0.07,0.02,0.07,0.12,0.54,0.54,0.24","1513335858"
"con-tact","43","34","170","67.75","0.06","https://blog.neoassist.com/contact-center-o-que-e/","0.00","0.00","0.34","436000000","0.81,0.81,0.81,1.00,0.65,0.81,0.65,0.65,0.65,0.54,0.54,0.65","1513353435"
"pesquisa satisfação clientes","8","9","20","59.50","1.30","https://blog.neoassist.com/modelos-de-pesquisa-de-satisfacao-do-cliente/","0.00","0.00","0.69","573000","0.67,0.33,0.67,0.67,0.67,0.33,0.67,0.33,0.67,1.00,1.00,1.00","1511766647"
"atendimento ao cliente netflix","25","15","110","56.37","1.79","https://blog.neoassist.com/orientacao-ao-cliente-atendimento/","0.00","0.00","0.10","310000","1.00,0.54,0.24,0.54,0.02,0.15,0.81,0.19,0.29,0.29,0.44,0.44","1513583475"
"como criar uma estratégia de marketing","64","60","70","63.03","3.12","https://blog.neoassist.com/estrategias-de-marketing-de-relacionamento/","0.00","0.00","0.36","806000","0.78,0.78,0.22,0.78,1.00,0.11,1.00,0.44,0.78,0.78,0.33,0.22","1511204651"
"atendente de telemarketing o que faz","95","0","90","78.30","0.09","https://blog.neoassist.com/o-que-e-call-center/","0.00","0.00","0.04","423000","0.01,0.01,0.24,1.00,1.00,0.67,0.67,0.29,0.19,0.19,0.19,0.67","1513458303"
"focado sinonimo","72","88","480","65.35","0.00","https://blog.neoassist.com/qualidade-no-atendimento-ao-cliente-5-pilares/","0.00","0.00","0.02","8000","0.29,0.15,0.07,0.29,0.36,0.19,0.24,1.00,0.66,0.66,0.54,0.24","1513497446"
"oqe area","98","0","90","81.88","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.00","292000","0.78,0.78,0.33,0.78,1.00,0.11,0.56,0.11,0.33,0.33,0.78,0.11","1513582243"
"ranking call center","19","0","50","59.40","1.66","https://blog.neoassist.com/o-que-e-call-center/","0.00","0.00","0.12","161000000","0.57,0.71,0.71,0.71,0.43,0.57,0.71,0.57,1.00,0.71,1.00,0.71","1512588711"
"sac barreiras","44","0","170","58.60","0.03","https://blog.neoassist.com/as-barreiras-do-consumidor-3-0-no-atendimento/","0.00","0.00","0.02","253000","0.29,0.29,0.66,0.29,0.36,0.19,0.24,1.00,0.66,0.66,0.54,0.24","1513360827"
"help desk sistema","97","0","70","42.09","8.40","https://blog.neoassist.com/helpdesk-service-desk/","0.00","0.00","0.95","1230000","1.00,0.44,0.11,0.44,0.11,0.78,0.78,0.22,0.44,0.44,0.44,0.22","1511150269"
"o que significa e-mail","98","0","390","83.56","1.46","https://blog.neoassist.com/o-que-e-sac/","0.00","0.00","0.11","40200000","0.44,0.36,0.36,0.54,0.67,0.54,0.82,0.36,0.36,0.82,1.00,0.82","1513507106"
"sinonimo de prol","17","19","590","82.47","0.00","https://blog.neoassist.com/marketing-de-relacionamento-atendimento-cliente/","0.00","0.00","0.00","395000","0.16,0.05,0.01,0.05,0.19,1.00,0.12,0.55,0.10,0.36,0.30,0.12","1511126585"
"diversos sinonimos","87","100","140","81.55","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.00","1310000","0.82,0.01,0.07,1.00,1.00,0.67,0.67,0.29,0.01,0.01,0.19,0.67","1513543351"
"centre call","95","0","90","59.60","0.00","https://blog.neoassist.com/o-que-e-call-center/","0.00","0.00","0.00","780000000","0.33,0.33,0.33,0.33,0.33,1.00,0.33,0.33,0.33,0.33,0.33,0.33","1510524093"
"call center e telemarketing","13","17","90","62.09","6.71","https://blog.neoassist.com/o-que-e-call-center/","0.00","0.00","0.29","2590000","0.33,0.11,0.44,0.11,0.78,0.33,0.22,0.78,0.11,0.11,1.00,0.11","1513428842"
"conceituar sinonimo","43","36","90","80.16","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.00","17000","0.36,0.64,0.64,0.50,0.79,0.36,0.21,0.36,1.00,0.79,0.79,1.00","1512415060"
"define relacionamento interpessoal","64","20","90","75.36","0.00","https://blog.neoassist.com/o-que-e-relacionamento-com-o-cliente/","0.00","0.00","0.00","131000","0.22,0.22,0.56,0.22,0.78,1.00,0.33,1.00,0.56,0.56,0.22,0.56","1511173250"
"significado da palavra conveniencia","51","0","70","78.33","0.00","https://blog.neoassist.com/qual-e-o-significado-de-qualidade-para-os-clientes/","0.00","0.00","0.00","4560000","0.29,1.00,0.43,1.00,0.14,0.57,0.14,0.57,0.29,0.29,0.29,1.00","1511314257"
"tecnicas de atendimento ao publico","63","63","50","68.58","0.35","https://blog.neoassist.com/bom-atendimento-ao-cliente-melhores-praticas/","0.00","0.00","0.14","76000000","1.00,1.00,0.78,0.56,0.78,0.56,0.44,0.22,0.22,0.44,0.78,0.56","1512593014"
"sinonimo de definição","41","48","260","86.82","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.00","445000","0.19,0.29,0.67,0.29,0.54,0.44,0.24,1.00,0.15,0.15,0.82,0.15","1511605248"
"a importância do planejamento","13","7","110","66.88","0.00","https://blog.neoassist.com/a-importancia-do-planejamento/","0.00","0.00","0.02","5810000","0.53,0.65,0.65,0.65,0.82,0.41,0.53,0.53,0.82,0.65,1.00,0.65","1512521299"
"sinonimos de com isso","50","52","70","83.24","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.00","210000","0.36,0.45,1.00,0.82,0.82,0.27,0.27,0.45,1.00,1.00,1.00,1.00","1512501359"
"leve com voce so oque foi bom","98","99","590","70.72","0.00","https://blog.neoassist.com/satisfacao-do-cliente/","0.00","0.00","0.03","918000","0.55,0.55,0.12,0.55,0.19,0.36,0.44,0.19,0.12,0.12,1.00,0.12","1511125045"
"chate de relacionamento","28","37","40","75.26","1.30","https://www.neoassist.com/chat","0.00","0.00","0.83","616000","0.44,0.44,1.00,0.44,0.33,0.44,0.44,0.22,0.22,0.33,0.22,0.33","1512609518"
"o que significa razão","96","94","480","88.51","0.00","https://blog.neoassist.com/4-motivos-pelos-quais-o-cliente-sempre-tem-razao/","0.00","0.00","0.00","23300000","0.03,0.04,0.09,0.81,1.00,0.54,0.03,0.13,0.09,0.24,0.05,0.02","1511615136"
"jogos de atender clientes em lojas","68","70","110","87.48","0.00","https://blog.neoassist.com/sistema-de-atendimento-ao-cliente/","0.00","0.00","0.01","623000","0.22,0.28,0.34,0.34,0.66,1.00,0.53,0.22,0.16,0.22,0.28,0.22","1512458373"
"pesquisa com clientes","8","7","30","55.01","0.68","https://blog.neoassist.com/pesquisa-de-satisfacao/","0.00","0.00","0.61","25700000","0.40,0.40,0.80,0.40,0.60,0.20,0.20,0.20,0.60,0.60,1.00,0.80","1513192373"
"blog relacionamentos","76","0","170","49.26","0.00","https://blog.neoassist.com/","0.00","0.00","0.10","13700000","1.00,0.81,1.00,1.00,0.81,1.00,0.81,0.81,1.00,0.81,0.81,0.81","1508911048"
"significado de relacionamento interpessoal","36","37","140","76.19","0.00","https://blog.neoassist.com/o-que-e-relacionamento-com-o-cliente/","0.00","0.00","0.05","417000","0.44,0.06,0.01,0.06,0.16,0.03,0.55,0.12,0.06,0.82,1.00,0.55","1513370904"
"o que é mais importante em um relacionamento","54","0","90","63.26","0.00","https://blog.neoassist.com/o-que-e-relacionamento-com-o-cliente/","0.00","0.00","0.01","2410000","0.78,0.78,0.33,0.78,1.00,0.11,0.56,0.11,0.33,0.33,0.78,0.11","1513571705"
"estratégia marketing","74","0","40","66.35","0.35","https://blog.neoassist.com/estrategias-de-marketing-de-relacionamento/","0.00","0.00","0.12","12700000","0.43,0.43,0.57,0.43,0.71,0.29,0.29,0.29,0.71,0.57,1.00,0.57","1512609816"
"telefone da claro para reclamações","100","82","260","80.24","1.53","https://blog.neoassist.com/o-que-e-sac/","0.00","0.00","0.55","685000","0.29,0.23,0.35,0.29,0.29,0.54,0.81,1.00,0.67,0.54,0.67,0.67","1513418238"
"brasil chat","94","95","480","65.28","0.71","https://www.neoassist.com/","0.00","0.00","0.19","21500000","0.48,0.39,0.48,0.39,0.39,0.39,0.39,0.48,0.39,0.59,0.88,1.00","1511621331"
"slides atendimento ao cliente","22","0","30","69.54","0.00","https://blog.neoassist.com/cultura-de-atendimento-orientada-ao-cliente/","0.00","0.00","0.14","204000","0.75,0.50,0.75,1.00,1.00,0.25,0.75,1.00,1.00,0.75,0.50,0.75","1513144733"
"chat para relacionamento","68","91","30","76.48","1.56","https://www.neoassist.com/chat","0.00","0.00","0.98","1940000","0.40,0.40,0.60,0.60,0.40,0.40,1.00,0.60,0.80,0.20,0.60,0.60","1513127888"
"frases com o","60","53","30","68.08","0.00","https://blog.neoassist.com/servico-de-atendimento-ao-cliente-frases-que-nao-devem-ser-ditas-pelo-seu-sac/","0.00","0.00","0.01","58500000","0.60,0.60,0.40,0.20,0.40,0.40,0.40,0.40,1.00,0.60,0.80,0.60","1513119363"
"empresa omni","42","44","110","62.87","6.74","https://blog.neoassist.com/atendimento-omni-channel-a-importancia-de-unificar/","0.00","0.00","0.03","561000","1.00,0.54,0.24,0.54,0.29,0.81,0.81,0.19,0.29,0.29,0.44,0.44","1513572450"
"significado de disposição","62","86","880","84.96","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.00","1090000","0.54,1.00,0.24,1.00,0.15,0.15,0.67,0.29,0.44,0.44,0.29,0.44","1510495438"
"significado de desleixado","98","91","90","77.50","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.00","59000","0.78,0.56,0.22,0.56,1.00,1.00,1.00,0.33,0.56,0.56,0.33,0.11","1511247423"
"questionario de satisfação do cliente prestação de serviço","25","17","110","65.67","4.75","https://blog.neoassist.com/pesquisa-de-satisfacao/","0.00","0.00","0.43","603000","0.10,0.10,0.36,0.16,0.44,1.00,1.00,0.44,0.30,0.30,0.30,0.30","1513542931"
"dinamicas de atendimento ao cliente","51","39","50","63.13","0.16","https://blog.neoassist.com/sistema-de-atendimento-ao-cliente/","0.00","0.00","0.10","1240000","1.00,0.71,1.00,1.00,1.00,0.29,0.43,0.43,0.57,1.00,0.43,0.71","1512545633"
"fazer emal","98","0","70","80.28","1.17","https://blog.neoassist.com/gerenciador-de-email/","0.00","0.00","0.68","14500000","1.00,0.78,0.78,0.78,1.00,0.44,0.78,0.78,0.78,1.00,0.78,0.78","1512413935"
"claro reclamações online","83","88","70","84.57","0.19","https://blog.neoassist.com/o-que-e-sac/","0.00","0.00","0.11","1980000","1.00,0.05,0.24,0.05,0.43,0.14,0.43,0.52,0.81,0.24,0.33,0.05","1511224776"
"o que significa praticidade","41","43","90","81.55","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.00","0.00","0.00","539000","0.08,0.02,0.07,0.02,0.54,0.05,0.12,0.05,0.08,0.81,1.00,0.81","1513585208"
"marcos felipe","38","38","390","89.25","0.00","https://blog.neoassist.com/author/marcos-felipe/","0.00","0.00","0.00","106000000","1.00,0.16,0.82,0.36,0.82,0.55,0.55,0.12,0.30,0.19,0.19,0.30","1513253559"
"insatisfeitos","17","0","140","70.03","0.00","https://blog.neoassist.com/consumidor-insatisfeito/","0.00","0.00","0.00","1020000","0.82,0.65,0.65,0.65,0.65,0.82,0.82,0.82,0.65,0.82,1.00,1.00","1513416629"
