Keyword,Position,Previous Position,Search Volume,Keyword Difficulty Index,CPC,Url,Traffic (%),Traffic Cost (%),Competition,Number of Results,Trends,Timestamp
"ticket management system open source","3","3","90","35.61","0.00","https://www.zendesk.com.br/help-desk-software/features/open-source-ticket-system/","0.07","0.00","0.00","1950000","0.40,0.20,0.20,0.40,0.20,0.20,0.20,0.20,1.00,1.00,0.40,0.20","1513531465"
"support ticket system free","3","4","90","39.23","11.56","https://www.zendesk.com.br/support/features/free-it-ticketing-system/","0.07","0.02","0.79","8980000","0.11,0.11,0.33,1.00,0.78,0.56,0.11,0.56,0.11,0.11,0.22,0.56","1513444511"
"virtual call center companies","3","4","90","32.40","0.00","https://www.zendesk.com.br/talk/features/virtual-call-center/","0.07","0.00","0.00","11200000","0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.00,0.33,0.33,0.33,0.33","1513520734"
"open source trouble ticket","3","3","90","35.06","0.00","https://www.zendesk.com.br/help-desk-software/features/open-source-ticket-system/","0.07","0.00","0.71","8250000","0.29,0.14,0.43,0.14,1.00,0.71,0.14,0.14,0.14,0.14,0.14,0.71","1513568888"
"online call center software","3","3","90","40.30","0.00","https://www.zendesk.com.br/talk/features/online-call-center-software/","0.07","0.00","0.00","34200000","0.33,0.33,0.33,0.33,0.33,1.00,0.33,1.00,0.33,0.33,0.33,0.33","1513572871"
"self service software portal","3","3","90","43.54","0.00","https://www.zendesk.com.br/guide/features/customer-portal-software/self-service-portal/","0.07","0.00","0.00","26800000","0.22,0.11,0.11,1.00,0.78,0.11,0.11,0.56,0.11,0.11,0.22,0.11","1511162500"
"online ticketing system free","3","0","90","30.18","0.00","https://www.zendesk.com.br/support/features/free-it-ticketing-system/","0.07","0.00","0.00","16100000","0.22,0.11,0.11,1.00,0.78,0.56,0.11,0.11,0.33,0.11,0.22,0.11","1513593737"
"free ticket support system","3","0","90","42.21","0.00","https://www.zendesk.com.br/support/features/free-it-ticketing-system/","0.07","0.00","0.00","45200000","0.22,1.00,0.11,1.00,0.78,0.56,0.11,0.56,0.11,0.11,0.22,0.11","1509752943"
"free online ticketing system","3","0","90","24.97","0.00","https://www.zendesk.com.br/support/features/free-online-ticketing-system/","0.07","0.00","0.00","107000000","0.14,0.14,0.43,0.14,1.00,0.71,0.14,0.71,0.43,0.43,0.29,0.14","1509748525"
"app zendesk","3","5","90","50.74","0.00","https://www.zendesk.com.br/product/mobile/","0.07","0.00","0.38","10200000","0.71,0.14,0.57,0.14,1.00,0.43,1.00,0.43,0.71,0.71,0.71,0.14","1511137588"
"help desk ticketing system free","3","9","90","47.13","0.00","https://www.zendesk.com.br/support/features/free-ticketing-system/","0.07","0.00","0.86","20000000","0.11,0.11,0.22,0.11,0.11,1.00,0.11,0.11,0.11,0.56,0.11,0.11","1509737482"
"zendesk live chat integration","3","4","90","43.73","0.00","https://www.zendesk.com.br/chat/","0.07","0.00","0.00","480000","0.11,0.11,0.44,0.11,1.00,0.11,0.11,0.11,0.11,0.11,0.33,0.11","1513503542"
"open source zendesk","3","1","90","52.20","0.00","https://www.zendesk.com.br/help-desk-software/features/open-source-help-desk/","0.07","0.00","0.00","443000","0.43,0.14,0.29,1.00,0.14,0.14,0.14,0.14,0.43,0.14,0.43,0.14","1513567813"
"it help desk ticket system","3","4","90","47.33","0.00","https://www.zendesk.com.br/help-desk-software/features/ticketing-system/","0.07","0.00","0.00","13300000","0.33,0.33,0.33,0.33,0.33,1.00,0.33,0.33,0.33,0.33,0.33,0.33","1509730402"
"software help","3","8","90","46.67","0.00","https://www.zendesk.com.br/","0.07","0.00","0.17","38500000","0.33,1.00,0.44,1.00,1.00,0.56,0.22,0.56,0.33,0.33,0.33,0.56","1513545755"
"free support ticket system","3","0","90","47.02","0.00","https://www.zendesk.com.br/support/features/free-it-ticketing-system/","0.07","0.00","0.86","14900000","0.22,1.00,0.33,1.00,0.78,0.56,0.11,0.56,0.33,0.33,0.22,0.56","1509753183"
"inbound call center solution","3","14","90","25.29","0.00","https://www.zendesk.com.br/talk/features/inbound-call-center/","0.07","0.00","0.00","1300000","0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.00,1.00,0.33,0.33","1509736784"
"answer","24","30","5400","62.44","0.00","https://www.zendesk.com.br/answer-bot/","0.07","0.00","0.00","430000000","0.16,0.12,0.30,0.12,0.54,0.20,0.12,0.67,1.00,1.00,0.54,0.16","1513537623"
"free ticketing system software","3","3","90","43.98","0.00","https://www.zendesk.com.br/support/features/free-ticketing-system/","0.07","0.00","0.71","65400000","0.20,0.20,0.20,0.20,0.20,1.00,0.20,0.20,0.20,0.60,0.20,1.00","1509747856"
"problem tracking system","3","0","90","59.59","0.00","https://www.zendesk.com.br/help-desk-software/features/issue-tracking-system/","0.07","0.00","0.00","441000000","0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.00,0.33","1513561542"
"it ticketing software","3","4","90","51.12","0.00","https://www.zendesk.com.br/support/features/free-it-ticketing-system/","0.07","0.00","0.00","5100000","0.11,0.11,0.11,0.56,0.11,0.33,1.00,0.11,0.11,0.11,0.11,0.11","1509731317"
"chat telefone","11","16","170","78.87","0.16","https://www.zendesk.com.br/chat/","0.06","0.00","0.41","826000","1.00,1.00,0.67,0.81,0.67,0.81,0.81,0.67,0.67,0.67,0.67,0.67","1508908942"
"wharton","9","11","1300","60.15","4.92","https://www.zendesk.com.br/customer/wharton/","0.06","0.01","0.12","26000000","0.77,0.77,1.00,1.00,0.77,0.77,1.00,0.77,1.00,1.00,1.00,1.00","1511607207"
"chat helpdesk","3","2","70","41.67","0.22","https://www.zendesk.com.br/chat/features/helpdesk-chat-software/","0.05","0.00","0.52","888000","0.29,1.00,0.43,1.00,0.14,0.57,0.14,0.57,0.14,0.29,0.29,1.00","1511204753"
"free ticketing system","3","0","70","44.86","6.74","https://www.zendesk.com.br/support/features/free-it-ticketing-system/","0.05","0.01","0.58","28100000","0.71,0.57,0.14,0.57,0.14,1.00,1.00,0.29,0.57,0.57,0.29,0.29","1511162874"
"compare preços","37","54","9900","73.67","0.78","https://www.zendesk.com.br/talk/compare/","0.05","0.00","0.57","1260000","1.00,1.00,1.00,1.00,1.00,0.82,0.82,0.67,0.67,0.67,0.67,0.67","1512995083"
"customer call center software","4","0","90","43.02","0.00","https://www.zendesk.com.br/talk/features/customer-call-center-software/","0.05","0.00","0.00","13100000","0.25,0.25,1.00,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25","1511213935"
"zendesk uservoice","3","0","70","44.97","0.00","https://www.zendesk.com.br/support/features/zendesk-vs-uservoice/","0.05","0.00","0.00","53000","0.57,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,1.00,0.14,0.14","1511291143"
"sky scanner","14","13","4400","82.61","2.41","https://www.zendesk.com.br/customer/skyscanner/","0.05","0.00","0.02","0","0.81,0.67,0.81,1.00,0.81,0.81,1.00,0.81,0.81,0.81,1.00,0.81","1513541243"
"ticket support system open source","3","0","70","36.51","0.00","https://www.zendesk.com.br/help-desk-software/features/open-source-ticket-system/","0.05","0.00","0.00","1620000","0.29,0.14,0.14,0.14,0.14,0.29,0.43,1.00,0.14,0.14,0.14,0.14","1511328352"
"ticket system","2","3","50","53.50","183.51","https://www.zendesk.com.br/support/features/free-ticketing-system/","0.05","0.34","0.87","10700000","1.00,1.00,1.00,0.71,1.00,0.71,0.71,0.43,1.00,0.71,0.57,0.57","1512596168"
"xerox","45","23","22200","72.59","0.45","https://www.zendesk.com.br/customer/xerox/","0.05","0.00","0.05","82000000","0.67,0.82,0.82,0.82,0.67,0.55,0.67,0.67,1.00,0.82,0.82,0.82","1513526001"
"zendesk compare","3","2","70","48.37","0.00","https://www.zendesk.com.br/guide/compare/","0.05","0.00","0.64","386000","0.57,0.14,0.14,0.14,0.14,0.14,0.71,0.14,0.14,0.14,0.14,1.00","1511254705"
"tricago","11","0","720","78.50","0.16","https://www.zendesk.com.br/customer/trivago/","0.05","0.00","0.20","0","0.16,0.30,0.66,0.03,0.13,0.05,0.20,0.09,1.00,0.13,0.09,0.23","1510502629"
"help software","4","1","90","42.18","0.00","https://www.zendesk.com.br/help-desk-software/","0.05","0.00","0.67","1850000000","0.33,1.00,0.44,1.00,1.00,0.56,0.22,0.56,0.33,0.33,0.33,0.56","1509735489"
"ticket php","4","10","90","61.73","0.00","https://www.zendesk.com.br/support/features/php-ticket-system/","0.05","0.00","0.31","3740000","0.78,0.78,0.33,0.78,1.00,0.11,0.56,0.11,0.33,0.33,0.78,0.11","1513556914"
"sistema de ticket","2","3","50","54.91","18.05","https://www.zendesk.com.br/help-desk-software/features/ticketing-system/","0.05","0.03","0.70","7610000","0.71,0.71,0.57,0.57,0.57,0.57,0.71,0.71,1.00,0.71,0.57,1.00","1512609522"
"free online support ticket system","3","3","70","42.06","115.13","https://www.zendesk.com.br/support/features/free-ticketing-system/","0.05","0.20","1.00","25200000","1.00,0.20,0.20,0.80,0.20,0.20,0.20,0.20,0.20,0.80,0.20,0.40","1511162703"
"zendesk widget","3","4","70","53.11","0.00","https://www.zendesk.com.br/embeddables/","0.05","0.00","0.23","236000","0.56,0.56,0.22,0.56,0.11,1.00,0.44,1.00,0.22,0.22,0.56,0.22","1511253638"
"ticketing system wiki","4","0","90","62.70","0.00","https://www.zendesk.com.br/support/features/ticketing-system-wiki/","0.05","0.00","0.14","33100000","0.11,0.11,0.11,0.11,1.00,1.00,0.11,0.11,0.56,0.56,0.11,0.11","1513540241"
"software help","4","4","90","46.67","0.00","https://www.zendesk.com.br/help-desk-software/","0.05","0.00","0.17","38500000","0.33,1.00,0.44,1.00,1.00,0.56,0.22,0.56,0.33,0.33,0.33,0.56","1513545755"
"zendesk ticket","4","5","90","51.47","12.97","https://www.zendesk.com.br/","0.05","0.02","0.39","500000","0.78,0.78,0.33,0.78,1.00,0.11,0.56,0.11,0.33,0.33,0.78,0.11","1513426432"
"movile","23","23","4400","72.57","2.60","https://www.zendesk.com.br/customer/movile/","0.05","0.00","0.04","1530000","0.29,0.24,0.55,0.24,0.19,0.36,0.24,0.10,0.16,0.16,1.00,0.67","1513602915"
"chat to chat","4","4","90","60.52","0.00","https://www.zendesk.com.br/chat/","0.05","0.00","1.00","640000000","0.11,0.22,0.56,0.11,0.78,1.00,0.33,1.00,0.56,0.11,0.22,0.56","1510564098"
"free support ticket system","4","3","90","47.02","0.00","https://www.zendesk.com.br/support/features/free-ticketing-system/","0.05","0.00","0.86","14900000","0.22,1.00,0.33,1.00,0.78,0.56,0.11,0.56,0.33,0.33,0.22,0.56","1509753183"
"issuetracking","4","0","90","49.90","0.00","https://www.zendesk.com.br/help-desk-software/features/issue-tracking-software/","0.05","0.00","0.00","1350000","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00","1509731514"
"ticketing system free","3","2","70","45.44","0.00","https://www.zendesk.com.br/support/features/free-ticketing-system/","0.05","0.00","0.71","164000000","0.71,0.57,0.14,0.57,0.14,1.00,0.14,0.29,0.57,0.57,0.14,0.29","1511318644"
"trigago","11","0","720","79.34","0.13","https://www.zendesk.com.br/customer/trivago/","0.05","0.00","0.21","0","0.36,0.36,0.16,0.36,0.30,0.55,0.44,1.00,0.16,0.16,0.19,0.44","1510675655"
"online call center","4","5","90","61.23","0.00","https://www.zendesk.com.br/talk/features/online-call-center-software/","0.05","0.00","0.96","305000000","0.11,0.11,0.56,0.11,1.00,0.78,1.00,0.11,0.11,0.11,0.44,0.56","1513579343"
"support ticket system open source","3","0","70","35.81","0.00","https://www.zendesk.com.br/help-desk-software/features/open-source-ticket-system/","0.05","0.00","0.80","4780000","0.29,0.57,0.14,0.57,0.14,0.29,0.43,1.00,0.57,0.57,0.71,1.00","1511342107"
"o que é faq","12","13","390","77.85","0.00","https://www.zendesk.com.br/guide/features/knowledge-base-software/faq-software/","0.04","0.00","0.00","559000000","0.19,1.00,0.44,1.00,0.67,0.67,0.15,0.36,0.24,0.24,0.36,0.24","1511418718"
"skaycanner","9","24","880","77.70","0.19","https://www.zendesk.com.br/customer/skyscanner/","0.04","0.00","0.12","0","0.04,0.03,0.67,0.29,0.15,0.06,0.24,1.00,0.15,0.15,0.82,0.44","1510435456"
"sistema de help desk open source","2","3","40","50.48","24.57","https://www.zendesk.com.br/help-desk-software/features/open-source-help-desk/","0.04","0.03","0.92","204000","0.43,0.57,0.71,0.71,0.71,0.14,0.29,0.43,0.57,0.57,1.00,0.43","1512958410"
"edmunds","3","0","320","58.30","0.00","https://www.zendesk.com.br/customer/edmunds/","0.04","0.00","0.00","38400000","0.67,0.82,0.82,0.82,0.82,0.67,0.67,0.67,1.00,0.82,0.82,0.82","1513174423"
"service desk open source","2","2","40","42.63","16.94","https://www.zendesk.com.br/help-desk-software/features/open-source-help-desk/","0.04","0.02","0.94","26900000","0.29,0.43,0.43,0.29,0.43,0.57,0.57,0.43,1.00,0.71,0.57,0.71","1512859923"
"central de suporte","7","10","720","49.19","0.00","https://www.zendesk.com.br/help-desk-software/","0.04","0.00","0.00","30900000","0.07,0.04,0.16,0.04,0.02,0.06,1.00,0.19,0.30,0.02,0.03,0.03","1511631867"
"sistema de help desk","5","5","110","28.81","139.54","https://www.zendesk.com.br/","0.04","0.22","0.99","1670000","0.50,0.79,0.79,0.64,0.79,0.64,0.79,0.79,1.00,0.79,1.00,0.79","1512412209"
"chate","16","25","1000","74.13","0.94","https://www.zendesk.com.br/chat/","0.04","0.00","0.71","1850000","0.77,0.77,1.00,0.77,0.77,0.77,0.77,0.77,1.00,0.77,0.68,0.77","1513098810"
"mensagem facebook","40","44","6600","88.03","1.72","https://www.zendesk.com.br/chat/message/","0.03","0.00","0.08","24500000","0.81,1.00,1.00,1.00,0.81,0.81,0.81,0.67,0.67,0.67,0.81,0.67","1513575715"
"free ticketing system","4","0","70","44.86","6.74","https://www.zendesk.com.br/support/features/free-help-desk-ticketing-system/","0.03","0.00","0.58","28100000","0.71,0.57,0.14,0.57,0.14,1.00,1.00,0.29,0.57,0.57,0.29,0.29","1511162874"
"what is cti integration","11","17","90","47.48","0.00","https://www.zendesk.com.br/talk/features/computer-telephony-integration/","0.03","0.00","0.00","16500000","0.14,0.14,0.14,0.14,0.14,0.14,0.14,1.00,0.14,0.14,0.14,0.14","1513514511"
"zendesk ios app","4","7","70","67.39","0.00","https://www.zendesk.com.br/product/mobile/","0.03","0.00","0.00","616000","0.25,1.00,0.25,0.25,0.25,0.25,0.25,0.50,0.25,0.25,0.25,0.25","1511264335"
"portalapps","6","0","90","43.04","0.00","https://www.zendesk.com.br/guide/features/customer-portal-software/new-support-portal-apps/","0.03","0.00","0.00","112000","0.11,0.11,0.56,0.11,1.00,0.78,1.00,0.33,0.11,0.11,0.44,0.56","1513561415"
"facebook bem vindo ao facebook","33","0","6600","81.09","0.03","https://www.zendesk.com.br/chat/message/","0.03","0.00","0.00","0","1.00,0.11,0.24,0.11,0.20,0.07,0.11,0.55,0.36,0.36,0.20,0.13","1513528494"
"software de base","6","6","90","63.95","0.00","https://www.zendesk.com.br/guide/features/knowledge-base-software/","0.03","0.00","0.05","222000000","0.22,0.22,0.56,0.22,0.78,1.00,0.33,1.00,0.56,0.56,0.22,0.56","1513547649"
"help desk service software","11","0","90","53.58","0.00","https://www.zendesk.com.br/","0.03","0.00","0.00","90700000","0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50","1509740143"
"online chat for business","5","0","90","52.21","0.00","https://www.zendesk.com.br/chat/details/online-chat-business/","0.03","0.00","0.00","14400000","0.20,0.20,0.20,0.20,0.20,0.20,1.00,0.20,0.20,0.20,0.20,0.20","1513567292"
"sistema help desk","7","5","110","37.47","69.48","https://www.zendesk.com.br/","0.03","0.08","0.99","1060000","0.64,1.00,0.64,0.64,0.64,0.36,0.79,0.64,1.00,1.00,0.79,1.00","1512469828"
"zendesk plus","4","3","70","48.17","0.00","https://www.zendesk.com.br/product/pricing/","0.03","0.00","0.43","3760000","0.11,0.78,0.11,0.78,1.00,0.44,1.00,0.44,0.22,0.22,0.11,0.78","1511264336"
"free help desk ticketing system","6","9","90","47.92","0.00","https://www.zendesk.com.br/support/features/free-it-ticketing-system/","0.03","0.00","0.00","119000000","0.78,0.56,0.11,0.56,1.00,1.00,1.00,0.11,0.11,0.11,0.33,0.11","1509752573"
"call center customer","6","6","90","50.33","0.00","https://www.zendesk.com.br/talk/features/call-center-customer-service/","0.03","0.00","0.14","17100000","0.11,0.11,0.11,0.11,1.00,0.33,0.11,0.11,0.56,0.56,0.11,0.11","1510560381"
"saber ticketing system","6","7","90","60.19","0.00","https://www.zendesk.com.br/help-desk-software/features/ticketing-system/","0.03","0.00","0.00","3710000","0.14,0.14,0.14,0.14,0.14,1.00,0.14,0.14,0.14,0.14,0.14,0.14","1513545191"
"service ticket system","4","4","70","49.84","0.00","https://www.zendesk.com.br/support/features/free-ticketing-system/","0.03","0.00","0.00","3350000","0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50","1511282864"
"service desk logo","5","1","90","39.86","0.00","https://www.zendesk.com.br/","0.03","0.00","0.17","39700000","0.33,0.56,0.22,0.56,1.00,0.33,0.44,1.00,0.56,0.56,0.78,0.56","1511189691"
"software help desk","5","0","90","50.23","61.46","https://www.zendesk.com.br/internal-help-desk/it-help-desk-software/","0.03","0.07","0.96","6160000","0.79,0.79,0.64,0.79,0.50,0.36,0.50,0.50,1.00,0.64,0.79,0.64","1512455248"
"central do suporte","7","16","110","54.62","1.01","https://www.zendesk.com.br/help-desk-software/","0.03","0.00","0.10","25000000","1.00,1.00,1.00,0.79,0.79,1.00,0.79,0.79,0.79,0.64,0.64,0.64","1512457908"
"help desk sistema","4","4","70","42.09","8.40","https://www.zendesk.com.br/","0.03","0.01","0.95","1230000","1.00,0.44,0.11,0.44,0.11,0.78,0.78,0.22,0.44,0.44,0.44,0.22","1511150269"
"prezi customer service","6","6","90","61.23","0.00","https://www.zendesk.com.br/customer/prezi/","0.03","0.00","0.00","568000","0.20,0.20,1.00,0.20,0.20,0.20,0.20,0.20,1.00,0.20,0.20,0.20","1513562891"
"por chat","6","0","90","57.61","0.00","https://www.zendesk.com.br/chat/","0.03","0.00","0.17","46700000","1.00,1.00,0.33,1.00,0.78,0.56,0.11,0.56,0.33,0.33,1.00,0.56","1513561855"
"self service portal software","5","2","90","43.25","0.00","https://www.zendesk.com.br/guide/features/customer-portal-software/self-service-portal/","0.03","0.00","0.00","30100000","0.11,0.11,0.11,1.00,0.11,0.11,0.11,0.56,0.33,0.11,0.11,0.11","1511247790"
"chat de vendas","6","10","90","64.38","1.07","https://www.zendesk.com.br/chat/live-chat-sales/","0.03","0.00","0.55","1060000","0.44,0.11,0.56,0.11,1.00,0.33,0.33,0.78,0.11,0.11,0.11,0.11","1513430153"
"fiverr","20","21","8100","77.98","0.06","https://www.zendesk.com.br/customer/fiverr/","0.03","0.00","0.13","12100000","0.02,0.02,0.01,0.03,0.01,0.37,0.20,1.00,0.45,0.67,0.67,0.55","1513515861"
"sistema de atendimento","7","3","110","41.60","6.58","https://www.zendesk.com.br/","0.03","0.00","0.88","38900000","0.65,0.82,0.82,0.65,0.65,0.41,0.65,0.65,1.00,0.65,0.82,0.65","1512410130"
"free helpdesk ticket software","5","0","90","54.41","0.00","https://www.zendesk.com.br/help-desk-software/features/free-help-desk-software/","0.03","0.00","0.00","2730000","0.20,0.20,0.20,0.20,0.20,1.00,0.20,0.20,0.20,0.20,0.20,0.20","1509752308"
"conhecimento","45","42","14800","74.50","1.92","https://www.zendesk.com.br/guide/","0.03","0.00","0.01","87300000","0.45,0.67,0.82,0.67,0.67,0.45,0.45,0.55,1.00,0.82,0.82,0.67","1513559069"
"tri vago","12","0","1900","82.70","0.42","https://www.zendesk.com.br/customer/trivago/","0.03","0.00","0.30","0","0.36,0.36,0.28,0.28,0.28,0.53,0.67,0.81,1.00,0.67,0.53,0.53","1511132545"
"zendesk clients","6","0","90","43.61","0.00","https://www.zendesk.com.br/support/details/client-tracking-software/","0.03","0.00","0.33","466000","0.11,1.00,0.11,0.44,0.11,0.78,0.11,0.78,0.33,0.11,0.11,0.33","1513482285"
"zendesk clients","5","9","90","43.61","0.00","https://www.zendesk.com.br/company/press/zendesk-reaches-800-clients-brazil-expects-double-number-within-one-year/","0.03","0.00","0.33","466000","0.11,1.00,0.11,0.44,0.11,0.78,0.11,0.78,0.33,0.11,0.11,0.33","1513482285"
"free online support ticket system","4","0","70","42.06","115.13","https://www.zendesk.com.br/support/features/free-it-ticketing-system/","0.03","0.16","1.00","25200000","1.00,0.20,0.20,0.80,0.20,0.20,0.20,0.20,0.20,0.80,0.20,0.40","1511162703"
"client service desk","6","0","90","48.19","0.00","https://www.zendesk.com.br/","0.03","0.00","0.00","12300000","1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14","1510556152"
"zendesk widget","4","6","70","53.11","0.00","https://www.zendesk.com.br/embeddables/web-widget/","0.03","0.00","0.23","236000","0.56,0.56,0.22,0.56,0.11,1.00,0.44,1.00,0.22,0.22,0.56,0.22","1511253638"
"help desk ticket system","5","6","90","47.48","0.00","https://www.zendesk.com.br/help-desk-software/features/ticketing-system/","0.03","0.00","0.98","15200000","0.71,0.14,0.57,0.14,0.14,0.43,1.00,0.14,0.71,0.71,0.71,0.14","1509735790"
