	keyword	Position	volume	difficulty	CPC	Competition	Backlinks	Domains	length_title	length_description	length_headline	Size	word_count	text_ratio	Inlinks	Outlinks	external_outlinks	url_score	url_trust	avg_backlink_score	avg_backlink_trust	competitor	type
3017	grouón	29	70	88.77	0.13	0.15	0.0	0.0	40.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3018	software do celular	81	20	87.73	0.81	0.26	1.0	1.0	67.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	15.0	16.0	85.0	86.0	zendesk	second_page
3019	e-mail logo	95	70	46.57	0.0	0.06	32904.0	117.0	76.0	213.0	24.0	45511.0	628.0	9.265891	543.0	93.0	29.0	50.0	52.0	40.07752189425884	45.54038274408044	zendesk	second_page
3020	crm so	22	30	52.3	9.93	0.81	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	4.0	3.0	85.0	86.0	zendesk	second_page
3021	coll senter	42	90	70.41	0.0	0.0	1.0	1.0	29.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	1.0	3.0	85.0	86.0	zendesk	second_page
3022	melhor cliente de email	70	880	76.77	0.0	0.05	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3023	evernte	76	50	89.87	0.58	0.14	0.0	0.0	56.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3024	central de telefonia	29	90	82.54	6.02	0.98	0.0	0.0	49.0	174.0	9.0	39397.0	812.0	13.818311999999999	354.0	95.0	27.0	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3025	call center que	70	90	61.07	0.0	0.0	1.0	1.0	29.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	1.0	3.0	85.0	86.0	zendesk	second_page
3026	bem vindo facebook	63	27100	86.64	0.09	0.01	0.0	0.0	54.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3027	comparativo preço	62	20	83.23	1.04	0.29	1.0	1.0	59.0	205.0	72.0	90030.0	2371.0	17.499723	191.0	137.0	29.0	17.0	18.0	85.0	86.0	zendesk	second_page
3028	aplicativos chat	43	40	79.16	0.26	0.57	1.0	1.0	67.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	15.0	16.0	85.0	86.0	zendesk	second_page
3029	triavago	18	210	75.57	0.32	0.21	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3030	software de call center	30	20	51.9	20.98	1.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3031	bem vindo ao faceboom	57	140	84.97	0.0	0.0	0.0	0.0	54.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3032	sejam bem vindo ao facebook	74	140	81.34	0.0	0.06	0.0	0.0	54.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3033	nps customer service	56	90	41.11	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3034	ver aplicativos gratis	54	20	89.31	0.09	0.63	0.0	0.0	46.0	153.0	19.0	88303.0	2357.0	17.487514	361.0	162.0	46.0	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3035	mensagem para clientes	77	390	71.44	0.0	0.05	1.0	1.0	30.0	0.0	29.0	33507.0	472.0	9.902409	18.0	95.0	27.0	28.0	29.0	85.0	86.0	zendesk	second_page
3036	crupom	42	320	89.27	0.16	0.16	0.0	0.0	40.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3037	telefone suporte google	67	390	90.06	1.46	0.21	2.0	2.0	34.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	5.0	6.0	85.0	86.0	zendesk	second_page
3038	ferramenta itil	13	20	52.47	3.22	0.61	1.0	1.0	48.0	193.0	48.0	42174.0	1007.0	15.867597	43.0	97.0	28.0	1.0	3.0	85.0	86.0	zendesk	second_page
3039	gloupon	31	40	90.24	0.19	0.15	0.0	0.0	40.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3040	fgroupon	38	170	88.97	0.16	0.12	0.0	0.0	40.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3041	jib jab	22	480	71.29	0.48	0.03	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3042	t for tango	81	70	79.3	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3043	preco	90	8100	65.38	0.61	0.18	1.0	1.0	59.0	205.0	72.0	90030.0	2371.0	17.499723	191.0	137.0	29.0	17.0	18.0	85.0	86.0	zendesk	second_page
3044	atendimento ticket	39	140	66.04	0.55	0.07	32904.0	117.0	76.0	213.0	24.0	45511.0	628.0	9.265891	543.0	93.0	29.0	50.0	52.0	40.07752189425884	45.54038274408044	zendesk	second_page
3045	atalho para cliente de certificação	45	90	66.71	0.0	0.0	1.0	1.0	33.0	0.0	23.0	173546.0	8074.0	31.563965000000003	173.0	93.0	167.0	14.0	16.0	85.0	86.0	zendesk	second_page
3046	como criar um software para celular	91	90	63.29	1.2	0.53	1.0	1.0	67.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	15.0	16.0	85.0	86.0	zendesk	second_page
3047	chats de conversa	50	70	76.46	1.36	0.75	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	1.0	3.0	85.0	86.0	zendesk	second_page
3048	software biblioteca gratis	92	30	63.7	1.4	0.22	32904.0	117.0	76.0	213.0	24.0	45511.0	628.0	9.265891	543.0	93.0	29.0	50.0	52.0	40.07752189425884	45.54038274408044	zendesk	second_page
3049	vem vindo ao facebook	68	90	77.93	0.0	0.0	0.0	0.0	54.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3050	mensagem de atendimento ao cliente	35	20	59.52	1.1	0.08	1.0	1.0	69.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	14.0	16.0	85.0	86.0	zendesk	second_page
3051	definição de chat	77	90	80.53	0.0	0.0	32904.0	117.0	76.0	213.0	24.0	45511.0	628.0	9.265891	543.0	93.0	29.0	50.0	52.0	40.07752189425884	45.54038274408044	zendesk	second_page
3052	virtual bot chat	68	90	41.99	0.0	0.29	1.0	1.0	52.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	6.0	7.0	85.0	86.0	zendesk	second_page
3053	automatic dialer system	66	90	37.93	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3054	grupoun	33	2900	89.52	0.09	0.13	0.0	0.0	40.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3055	atendimento claro cliente	49	40	79.27	1.4	0.45	0.0	0.0	70.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3056	www animoto	66	70	87.58	0.06	0.14	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3057	trivaga	16	170	75.7	0.13	0.2	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3058	autoatendimento ou autoatendimento	70	260	76.15	0.0	0.01	1.0	1.0	48.0	133.0	31.0	49735.0	1094.0	14.279682999999999	174.0	101.0	28.0	14.0	16.0	85.0	86.0	zendesk	second_page
3059	zendesk api	21	110	77.5	6.42	0.31	1.0	1.0	57.0	0.0	29.0	66159.0	4840.0	48.105323999999996	13.0	104.0	29.0	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3060	como entrar no inbox do facebook	44	20	82.03	0.32	0.16	0.0	0.0	54.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3061	os aplicativos	82	50	84.64	1.1	0.32	0.0	0.0	46.0	153.0	19.0	88303.0	2357.0	17.487514	361.0	162.0	46.0	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3062	www google com br contact	59	90	86.15	2.05	0.1	2.0	2.0	34.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	5.0	6.0	85.0	86.0	zendesk	second_page
3063	nextel contato telefone	39	50	67.81	0.68	0.25	2.0	2.0	34.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	5.0	6.0	85.0	86.0	zendesk	second_page
3064	sony musi	55	90	62.22	0.0	0.05	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3065	telephone dialer software	55	70	36.44	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3066	customer relation management software	19	90	64.96	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3067	facebook com bem vindo	57	140	81.62	0.0	0.0	0.0	0.0	54.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3068	sistema de chamados	77	260	60.67	20.23	0.82	32904.0	117.0	76.0	213.0	24.0	45511.0	628.0	9.265891	543.0	93.0	29.0	50.0	52.0	40.07752189425884	45.54038274408044	zendesk	second_page
3069	como cancelar groupon	45	170	83.0	0.91	0.14	0.0	0.0	40.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3070	mensagens relacionamento	77	70	75.57	0.0	0.14	0.0	0.0	54.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3071	call centrr	48	90	68.12	0.0	0.0	1.0	1.0	29.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	1.0	3.0	85.0	86.0	zendesk	second_page
3072	br bit	88	480	89.99	0.09	0.08	0.0	0.0	16.0	0.0	6.0	32223.0	454.0	9.632872	173.0	88.0	28.0	16.0	18.0	85.0	86.0	zendesk	second_page
3073	contato claro empresas	64	20	58.14	8.83	0.9	0.0	0.0	70.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3074	o que é cookie	53	260	90.33	0.0	0.01	1.0	1.0	23.0	0.0	29.0	72233.0	3153.0	32.799416	181.0	96.0	35.0	27.0	28.0	85.0	86.0	zendesk	second_page
3075	o que e outlook	66	110	80.94	0.0	0.01	0.0	0.0	54.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3076	grupondf	83	70	18.2	0.84	0.17	0.0	0.0	40.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3077	questões de atendimento ao cliente	32	90	80.13	0.0	0.18	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3078	web help desk download	38	90	57.85	0.0	0.0	32904.0	117.0	76.0	213.0	24.0	45511.0	628.0	9.265891	543.0	93.0	29.0	50.0	52.0	40.07752189425884	45.54038274408044	zendesk	second_page
3079	nextel atendimento cliente	92	110	79.45	1.72	0.27	2.0	2.0	34.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	5.0	6.0	85.0	86.0	zendesk	second_page
3080	twolio	40	90	82.52	0.0	0.0	1.0	1.0	39.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	3.0	4.0	85.0	86.0	zendesk	second_page
3081	entrar facebook novo	65	50	86.38	0.06	0.2	0.0	0.0	54.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3082	youtrack alternatives	48	90	32.45	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3083	pre os	65	20	76.9	0.0	0.11	1.0	1.0	59.0	205.0	72.0	90030.0	2371.0	17.499723	191.0	137.0	29.0	17.0	18.0	85.0	86.0	zendesk	second_page
3084	o que e atendimento	18	260	69.41	0.0	0.05	1.0	1.0	41.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	1.0	3.0	85.0	86.0	zendesk	second_page
3085	o que e atendimento	23	260	69.41	0.0	0.05	1.0	1.0	64.0	149.0	15.0	40948.0	853.0	13.829735000000001	533.0	95.0	31.0	1.0	3.0	60.72137742892103	62.16415285889706	zendesk	second_page
3086	zendesk design	13	90	46.12	0.0	0.29	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3087	novo aplicativo de mensagem	97	260	78.45	0.0	0.32	0.0	0.0	54.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3088	www lazada	40	70	69.06	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	2.0	4.0	85.0	86.0	zendesk	second_page
3089	chat download	58	40	61.76	0.0	0.19	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3090	site de relacionamento com web	86	40	69.54	2.93	0.84	0.0	0.0	35.0	0.0	11.0	49344.0	1241.0	16.518726	350.0	88.0	36.0	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3091	datahosting	65	320	35.18	6.28	0.29	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	4.0	6.0	85.0	86.0	zendesk	second_page
3092	trivagk	11	70	73.09	0.16	0.22	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3093	zen logo	32	90	72.54	0.0	0.01	32904.0	117.0	76.0	213.0	24.0	45511.0	628.0	9.265891	543.0	93.0	29.0	50.0	52.0	40.07752189425884	45.54038274408044	zendesk	second_page
3094	em vindo ao facebook	59	140	82.14	0.0	0.01	0.0	0.0	54.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3095	gruon	43	260	88.67	0.13	0.14	0.0	0.0	40.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3096	facebook bem-vinda	54	50	85.71	0.0	0.0	0.0	0.0	54.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3097	sistema definição	99	880	84.95	0.0	0.0	32904.0	117.0	76.0	213.0	24.0	45511.0	628.0	9.265891	543.0	93.0	29.0	50.0	52.0	40.07752189425884	45.54038274408044	zendesk	second_page
3098	zoosk members	18	70	49.37	0.0	0.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	1.0	3.0	85.0	86.0	zendesk	second_page
3099	freecrm com	53	90	67.19	0.0	0.0	1.0	1.0	27.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3100	cadastro gratuito	72	30	74.52	0.0	0.26	2.0	1.0	18.0	0.0	13.0	52151.0	1145.0	14.816589000000002	500.0	35.0	0.0	2.0	3.0	60.72137742892103	62.16415285889706	zendesk	second_page
3101	como fazer portais	33	70	86.21	0.0	0.03	1.0	1.0	61.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	1.0	3.0	85.0	86.0	zendesk	second_page
3102	totvs login	25	90	53.41	5.27	0.08	0.0	0.0	16.0	0.0	6.0	32223.0	454.0	9.632872	173.0	88.0	28.0	16.0	18.0	85.0	86.0	zendesk	second_page
3103	chat de compras	45	70	71.62	0.26	0.29	4.0	3.0	49.0	202.0	19.0	39870.0	823.0	13.549033999999999	353.0	96.0	29.0	27.0	29.0	85.0	86.0	zendesk	second_page
3104	aplicativos para mensagens	27	50	88.76	2.37	0.5	0.0	0.0	54.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3105	www.suporte.totvs.com	57	110	62.77	23.04	0.1	1.0	1.0	64.0	149.0	15.0	40948.0	853.0	13.829735000000001	533.0	95.0	31.0	1.0	3.0	60.72137742892103	62.16415285889706	zendesk	second_page
3106	php live chat	13	50	51.85	4.39	0.08	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3107	chats sem cadastro	38	40	65.78	0.84	0.53	1.0	1.0	71.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	1.0	3.0	85.0	86.0	zendesk	second_page
3108	chat sem cadastro	46	1300	68.67	0.26	0.28	1.0	1.0	71.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	1.0	3.0	85.0	86.0	zendesk	second_page
3109	software moveis	88	30	60.09	1.69	0.16	1.0	1.0	67.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	15.0	16.0	85.0	86.0	zendesk	second_page
3110	totvs connect	83	40	57.27	1.2	0.14	32904.0	117.0	76.0	213.0	24.0	45511.0	628.0	9.265891	543.0	93.0	29.0	50.0	52.0	40.07752189425884	45.54038274408044	zendesk	second_page
3111	graoupon	36	20	89.02	0.58	0.11	0.0	0.0	40.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3112	qual o melhor cliente de email	97	30	81.12	0.0	0.06	0.0	0.0	57.0	202.0	27.0	26278.0	427.0	10.274755	342.0	6.0	7.0	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3113	gropoum	35	140	88.81	0.16	0.16	0.0	0.0	40.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3114	sistema de call center	45	70	53.62	12.12	0.96	1.0	1.0	29.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	1.0	3.0	85.0	86.0	zendesk	second_page
3115	xerox online	49	20	54.76	1.14	0.17	1.0	1.0	38.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3116	atendimento ao cliente call center	95	20	58.78	0.29	0.19	1.0	1.0	29.0	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	1.0	3.0	85.0	86.0	zendesk	second_page
3117	oqe chat	95	210	91.47	0.32	0.13	32904.0	117.0	76.0	213.0	24.0	45511.0	628.0	9.265891	543.0	93.0	29.0	50.0	52.0	40.07752189425884	45.54038274408044	zendesk	second_page
3118	como um e-mail	73	70	83.98	0.29	0.34	0.0	0.0	57.0	202.0	27.0	26278.0	427.0	10.274755	342.0	6.0	7.0	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3119	cloud based call center software	16	90	25.6	0.0	1.0	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3120	chat por sms	53	20	68.07	0.61	0.71	1161.3315252766326	5.076806248643957	60.16056338028169	158.86563614744352	25.57015457788347	36233.07431629013	920.3168846611177	15.88141266527944	183.60939357907253	62.994649227110585	23.43935790725327	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
3121	aplicativo widget	63	90	83.09	0.0	0.1	0.0	0.0	35.0	0.0	11.0	49344.0	1241.0	16.518726	350.0	88.0	36.0	11.908854166666666	13.176432291666666	60.72137742892103	62.16415285889706	zendesk	second_page
