	keyword	Position	volume	difficulty	CPC	Url	Competition	title	Backlinks	Domains	length_title	length_description	length_headline	Size	word_count	text_ratio	Inlinks	Outlinks	external_outlinks	url_score	url_trust	avg_backlink_score	avg_backlink_trust	competitor	type
1174	sistema de tickets	74	170	42.93	54.94	https://www.octadesk.com/	0.92	Help Desk e sistema de atendimento ao cliente Octadesk	20.0	13.0	54.0	121.0	105.0	30577.0	434.0	9.428656	393.0	2.0	5.0	10.0	10.0	24.545454545454547	34.18181818181818	octadesk	second_page
1199	controle clientes	93	30	74.21	10.0	https://www.octadesk.com/funcionalidades/atendimento-ao-cliente	0.78				85.0	120.0	55.0	33328.0	463.0	9.466515	249.0	2.0	5.0					octadesk	second_page
1200	disponível chat	70	70	85.99	0.48	https://www.octadesk.com/chat-para-site	0.42																	octadesk	second_page
1201	o atendimento ao cliente	33	20	73.78	0.0	https://www.octadesk.com/funcionalidades/atendimento-ao-cliente	0.21				85.0	120.0	55.0	33328.0	463.0	9.466515	249.0	2.0	5.0					octadesk	second_page
1202	caracteristica de um bom profissional	19	30	74.41	0.0	https://blog.octadesk.com/caracteristicas-de-um-profissional-de-atendimento-ao-cliente/	0.0				66.0	147.0	8.0	60451.0	920.0	9.864187	7.0	57.0	5.0					octadesk	second_page
1203	endereços de email legais	82	70	74.87	1.85	https://www.octadesk.com/politica-de-privacidade	0.29																	octadesk	second_page
1204	omnichannel o que é	28	140	60.97	0.0	https://blog.octadesk.com/diferenca-omnichannel-multichannel/	0.23				69.0	146.0	8.0	65707.0	1414.0	13.860016	39.0	58.0	7.0					octadesk	second_page
1205	helpdesk online	9	30	44.84	27.92	https://www.octadesk.com/	0.97	Help Desk e sistema de atendimento ao cliente Octadesk	20.0	13.0	54.0	121.0	105.0	30577.0	434.0	9.428656	393.0	2.0	5.0	10.0	10.0	24.545454545454547	34.18181818181818	octadesk	first_page
1230	atendimento de excelência	16	110	65.2	1.95	https://blog.octadesk.com/excelencia-no-atendimento-importancia/	0.09				65.0	145.0	8.0	76803.0	2312.0	18.595629000000002	24.0	61.0	7.0					octadesk	second_page
1231	processos na empresa	36	70	63.79	0.0	https://blog.octadesk.com/gestao-de-processos-no-atendimento/	0.42				67.0	151.0	8.0	74036.0	2543.0	22.54984	28.0	52.0	5.0					octadesk	second_page
1232	processo de uma empresa	59	40	68.33	2.99	https://blog.octadesk.com/gestao-de-processos-no-atendimento/	0.13				67.0	151.0	8.0	74036.0	2543.0	22.54984	28.0	52.0	5.0					octadesk	second_page
1233	cadastro de clientes excel	61	1000	62.15	1.3	https://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.27																	octadesk	second_page
1234	atenda	83	390	89.84	0.0	https://www.octadesk.com/chat-para-site	0.01																	octadesk	second_page
1235	recleme aqui	47	320	75.05	0.19	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.01																	octadesk	second_page
1236	valor do bom	51	90	84.81	0.0	https://blog.octadesk.com/bom-atendimento-valorizacao-produto/	0.01				55.0	156.0	8.0	66345.0	1488.0	14.218101999999998	10.0	58.0	6.0					octadesk	second_page
1237	videos atendimento ao cliente	41	50	82.78	1.07	https://www.octadesk.com/atendimento-ao-cliente	0.05				54.0	83.0	57.0	50365.0	1096.0	14.643105499999999	114.0	26.0	5.0					octadesk	second_page
1238	qual é o nome completo do brasil	58	880	80.41	0.0	https://blog.octadesk.com/kit-atendimento-ao-cliente-plan-ebook/	0.04																	octadesk	second_page
1239	figuras de atendimento ao cliente	58	70	76.32	2.28	https://www.octadesk.com/atendimento-ao-cliente	0.33				54.0	83.0	57.0	50365.0	1096.0	14.643105499999999	114.0	26.0	5.0					octadesk	second_page
1240	o que é gestão de processo	46	30	63.14	5.01	https://blog.octadesk.com/gestao-de-processos-no-atendimento/	0.52				67.0	151.0	8.0	74036.0	2543.0	22.54984	28.0	52.0	5.0					octadesk	second_page
1241	atendela	28	480	78.79	0.0	https://blog.octadesk.com/seu-atendimento-esta-pronto-para-a-geracao-z/	0.0																	octadesk	second_page
1242	atendimento online netflix	25	70	66.13	1.72	https://blog.octadesk.com/cultura-de-atendimento-o-que-e/	0.06				50.0	147.0	8.0	89076.0	3262.0	23.133055	33.0	63.0	20.0					octadesk	second_page
1243	o que e suporte	98	70	79.51	0.0	https://www.octadesk.com/	0.02	Help Desk e sistema de atendimento ao cliente Octadesk	20.0	13.0	54.0	121.0	105.0	30577.0	434.0	9.428656	393.0	2.0	5.0	10.0	10.0	24.545454545454547	34.18181818181818	octadesk	second_page
1268	chat para empresa	23	20	74.78	1.46	https://www.octadesk.com/chat-para-site	0.47																	octadesk	second_page
1269	como fazer uma planilha de cadastro de clientes	56	20	65.9	2.67	https://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.48																	octadesk	second_page
1270	recklame aqui	44	50	80.56	0.0	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.01																	octadesk	second_page
1271	como melhorar a qualidade	53	90	78.34	0.0	https://blog.octadesk.com/como-melhorar-a-qualidade-no-atendimento-ao-cliente/	0.01				57.0	153.0	8.0	75319.0	1947.0	16.345144	20.0	61.0	5.0					octadesk	second_page
1272	caracteristicas de gestão de pessoas	84	70	66.75	5.57	https://blog.octadesk.com/gestao-de-pessoas-atendimento-ao-cliente/	0.23				63.0	150.0	8.0	72486.0	2054.0	18.039345	41.0	63.0	5.0					octadesk	second_page
1273	impacta treinamento	63	40	67.09	0.13	http://blog.octadesk.com/recrutamento-de-pessoas/	0.15																	octadesk	second_page
1274	qualidade de pessoas	23	140	78.42	3.87	https://blog.octadesk.com/gestao-de-pessoas-atendimento-ao-cliente/	0.14				63.0	150.0	8.0	72486.0	2054.0	18.039345	41.0	63.0	5.0					octadesk	second_page
1275	mau atendimento	51	720	69.02	2.83	https://blog.octadesk.com/mau-atendimento-excelente-produto/	0.07				64.0	135.0	8.0	69851.0	1779.0	16.03556	14.0	60.0	5.0					octadesk	second_page
1276	plano incorporadora	87	320	60.43	0.0	https://www.octadesk.com/planos/sistema-de-chamados	0.01																	octadesk	second_page
1277	planilha de excel para cadastro de clientes	49	20	69.66	1.33	https://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.36																	octadesk	second_page
1278	reclaaqui	48	70	76.97	0.0	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.0																	octadesk	second_page
1279	a importancia da qualidade no atendimento	64	70	57.69	1.1	https://blog.octadesk.com/excelencia-no-atendimento-importancia/	0.14				65.0	145.0	8.0	76803.0	2312.0	18.595629000000002	24.0	61.0	7.0					octadesk	second_page
1280	reeclame aqui	64	50	76.22	0.0	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.01																	octadesk	second_page
1281	atendimento online para sites	47	20	51.8	2.67	https://blog.octadesk.com/chat-octadesk-canal-de-atendimento-online/	0.96				51.0	151.0	8.0	60813.0	937.0	9.881111	9.0	57.0	5.0					octadesk	second_page
1282	atendimento por e-mail	33	20	76.34	0.97	https://blog.octadesk.com/desvantagens-atendimento-por-e-mail/	0.16																	octadesk	second_page
1283	mal atendimento ao cliente	34	40	52.56	0.0	https://blog.octadesk.com/mau-atendimento-excelente-produto/	0.03				64.0	135.0	8.0	69851.0	1779.0	16.03556	14.0	60.0	5.0					octadesk	second_page
1284	hierarquia dos processos	83	90	61.13	0.0	https://blog.octadesk.com/gestao-de-processos-no-atendimento/	0.08				67.0	151.0	8.0	74036.0	2543.0	22.54984	28.0	52.0	5.0					octadesk	second_page
1285	help desk workflow	18	90	44.33	0.0	https://www.octadesk.com/	1.0	Help Desk e sistema de atendimento ao cliente Octadesk	20.0	13.0	54.0	121.0	105.0	30577.0	434.0	9.428656	393.0	2.0	5.0	10.0	10.0	24.545454545454547	34.18181818181818	octadesk	second_page
1310	atendimento eficaz ao cliente	69	50	69.14	0.0	https://blog.octadesk.com/atendimento-ao-cliente-como-se-destacar-da-concorrencia/	0.22				56.0	151.0	8.0	60744.0	963.0	10.373041	4.0	59.0	5.0					octadesk	second_page
1311	o que é gestão por processos	37	140	56.18	1.75	https://blog.octadesk.com/gestao-de-processos-no-atendimento/	0.28				67.0	151.0	8.0	74036.0	2543.0	22.54984	28.0	52.0	5.0					octadesk	second_page
1312	planoeplano	74	1300	57.37	0.35	https://www.octadesk.com/	0.19	Help Desk e sistema de atendimento ao cliente Octadesk	20.0	13.0	54.0	121.0	105.0	30577.0	434.0	9.428656	393.0	2.0	5.0	10.0	10.0	24.545454545454547	34.18181818181818	octadesk	second_page
1337	fresh desk	66	90	58.01	37.11	https://www.octadesk.com/concorrentes/freshdesk	0.71																	octadesk	second_page
1338	a qualidade no atendimento ao cliente	10	20	54.51	0.0	https://blog.octadesk.com/qualidade-no-atendimento-ao-cliente/	0.13				63.0	151.0	8.0	94029.0	4469.0	30.293846000000002	13.0	64.0	5.0					octadesk	first_page
1339	portal novarejo	39	90	62.16	0.0	https://blog.octadesk.com/novarejo-qualidade-no-atendimento/	0.0																	octadesk	second_page
1340	qualidades de um bom profissional	29	390	67.25	0.0	https://blog.octadesk.com/caracteristicas-de-um-profissional-de-atendimento-ao-cliente/	0.01				66.0	147.0	8.0	60451.0	920.0	9.864187	7.0	57.0	5.0					octadesk	second_page
1341	helpdesk caixa	75	90	63.25	2.28	https://blog.octadesk.com/anti-spam-no-octadesk/	0.34																	octadesk	second_page
1342	reclamaaqui	54	110	73.78	0.26	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.01																	octadesk	second_page
1343	planilha cadastro de cliente	21	20	74.64	0.0	https://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.37																	octadesk	second_page
1344	atendimento ao cliente interno	91	70	68.32	2.18	https://blog.octadesk.com/gestao-de-processos-no-atendimento/	0.11				67.0	151.0	8.0	74036.0	2543.0	22.54984	28.0	52.0	5.0					octadesk	second_page
1345	qualidade de um bom profissional	20	70	65.73	0.58	https://blog.octadesk.com/caracteristicas-de-um-profissional-de-atendimento-ao-cliente/	0.04				66.0	147.0	8.0	60451.0	920.0	9.864187	7.0	57.0	5.0					octadesk	second_page
1346	help desk online gratis	32	70	59.21	119.24	https://www.octadesk.com/	0.95	Help Desk e sistema de atendimento ao cliente Octadesk	20.0	13.0	54.0	121.0	105.0	30577.0	434.0	9.428656	393.0	2.0	5.0	10.0	10.0	24.545454545454547	34.18181818181818	octadesk	second_page
1371	produto de qualidade	71	90	72.34	0.84	https://blog.octadesk.com/mau-atendimento-excelente-produto/	0.15				64.0	135.0	8.0	69851.0	1779.0	16.03556	14.0	60.0	5.0					octadesk	second_page
1372	eclame aqui	60	260	70.59	0.39	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.02																	octadesk	second_page
1373	atendimento ao cliente netflix	32	110	56.37	1.79	https://blog.octadesk.com/cultura-de-atendimento-o-que-e/	0.1				50.0	147.0	8.0	89076.0	3262.0	23.133055	33.0	63.0	20.0					octadesk	second_page
1374	zenddesk	22	70	72.74	14.24	https://www.octadesk.com/concorrentes/zendesk	0.58																	octadesk	second_page
1375	novo mundo sac	68	40	80.4	0.42	https://blog.octadesk.com/epoca-negocios-rodrigo-ricco/	0.05				58.0	148.0	8.0	55996.0	483.0	5.6271877	28.0	55.0	6.0					octadesk	second_page
1376	processos de gestao de pessoas	83	50	64.48	0.0	https://blog.octadesk.com/gestao-de-pessoas-atendimento-ao-cliente/	0.33				63.0	150.0	8.0	72486.0	2054.0	18.039345	41.0	63.0	5.0					octadesk	second_page
1377	tabela de cadastro de clientes excel	81	90	80.36	0.0	https://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.23																	octadesk	second_page
1378	visitas gratis para seu site	71	70	41.51	0.35	https://www.octadesk.com/chat-para-site	0.45																	octadesk	second_page
1379	qualidades de uma pessoa profissional	88	90	75.02	2.93	https://blog.octadesk.com/caracteristicas-de-um-profissional-de-atendimento-ao-cliente/	0.01				66.0	147.0	8.0	60451.0	920.0	9.864187	7.0	57.0	5.0					octadesk	second_page
1380	planilhas de tarefas	85	90	77.27	0.0	https://blog.octadesk.com/porque-nao-usar-planilha-de-atendimento/	0.23				72.0	156.0	8.0	74772.0	2131.0	18.345102	11.0	59.0	6.0					octadesk	second_page
1381	o que significa gestao de pessoas	86	30	74.25	2.6	https://blog.octadesk.com/gestao-de-pessoas-atendimento-ao-cliente/	0.5				63.0	150.0	8.0	72486.0	2054.0	18.039345	41.0	63.0	5.0					octadesk	second_page
1382	quais são os tipos de atendimento ao cliente	25	90	64.5	0.0	https://blog.octadesk.com/qualidade-no-atendimento-ao-cliente/	0.3				63.0	151.0	8.0	94029.0	4469.0	30.293846000000002	13.0	64.0	5.0					octadesk	second_page
1383	oque e cultura	87	1300	83.79	0.58	https://blog.octadesk.com/cultura-de-atendimento-o-que-e/	0.06				50.0	147.0	8.0	89076.0	3262.0	23.133055	33.0	63.0	20.0					octadesk	second_page
1384	gestão por processo	96	140	69.26	2.41	https://blog.octadesk.com/gestao-de-processos-no-atendimento/	0.32				67.0	151.0	8.0	74036.0	2543.0	22.54984	28.0	52.0	5.0					octadesk	second_page
1385	atendimento a clientes	62	320	72.03	0.87	https://www.octadesk.com/funcionalidades/atendimento-ao-cliente	0.12				85.0	120.0	55.0	33328.0	463.0	9.466515	249.0	2.0	5.0					octadesk	second_page
1386	planilha excel para cadastro de clientes gratis	40	20	62.31	2.54	https://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.59																	octadesk	second_page
1387	chat gratis para seu site	26	70	61.35	1.43	https://www.octadesk.com/chat-para-site	0.71																	octadesk	second_page
1388	dicas para atendimento ao cliente	12	30	63.52	0.0	https://blog.octadesk.com/7-dicas-bom-atendimento-ao-cliente/	0.16				70.0	138.0	8.0	74110.0	2183.0	18.704628	9.0	60.0	8.0					octadesk	second_page
1389	tipos de planilha	67	40	70.61	0.03	http://blog.octadesk.com/planilha-de-controle-de-chamados/	0.16																	octadesk	second_page
1390	o que é campanha outubro rosa	10	30	69.14	0.0	https://blog.octadesk.com/outubro-rosa/	0.0																	octadesk	first_page
1391	como fidelizar seu cliente	78	70	70.51	3.29	https://blog.octadesk.com/dicas-de-como-fidelizar-clientes/	0.39				63.0	151.0	8.0	77503.0	2593.0	21.354012	15.0	50.0	5.0					octadesk	second_page
1392	reclame aquí	31	70	89.27	0.0	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.0																	octadesk	second_page
1393	nps net promoter score	52	70	67.04	10.36	https://blog.octadesk.com/porque-usar-nps/	0.21				56.0	149.0	8.0	68052.0	1403.0	12.793158	128.0	57.0	7.0					octadesk	second_page
1394	cartao bom atendimento	74	50	71.47	2.02	https://www.octadesk.com/	0.02	Help Desk e sistema de atendimento ao cliente Octadesk	20.0	13.0	54.0	121.0	105.0	30577.0	434.0	9.428656	393.0	2.0	5.0	10.0	10.0	24.545454545454547	34.18181818181818	octadesk	second_page
1419	o que atendimento ao cliente	26	40	73.48	0.84	http://blog.octadesk.com/qualidade-no-atendimento-ao-cliente/	0.37																	octadesk	second_page
1420	gestao por processo	99	70	69.15	10.33	http://blog.octadesk.com/gestao-de-processos-no-atendimento/	0.43																	octadesk	second_page
1421	reclane aqui	35	210	74.19	0.26	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.03																	octadesk	second_page
1422	cartão bom atendimento	91	90	75.4	0.0	https://www.octadesk.com/	0.06	Help Desk e sistema de atendimento ao cliente Octadesk	20.0	13.0	54.0	121.0	105.0	30577.0	434.0	9.428656	393.0	2.0	5.0	10.0	10.0	24.545454545454547	34.18181818181818	octadesk	second_page
1447	prova de atendimento ao cliente	63	70	71.06	5.21	https://www.octadesk.com/termo-de-uso	0.36																	octadesk	second_page
1448	desde o primeiro momento playback	92	170	29.7	0.0	https://www.octadesk.com/casos-de-sucesso/sistema-de-atendimento	0.0				68.0	120.0	68.0	30581.0	973.0	21.284457999999997	223.0	9.0	5.0					octadesk	second_page
1449	oque e cutura	99	90	82.55	0.0	https://blog.octadesk.com/cultura-de-atendimento-o-que-e/	0.01				50.0	147.0	8.0	89076.0	3262.0	23.133055	33.0	63.0	20.0					octadesk	second_page
1450	central relacionamento claro	67	70	77.7	3.35	https://blog.octadesk.com/monte-uma-central-de-atendimento-ao-cliente/	0.29				50.0	138.0	8.0	77358.0	2121.0	18.192865	9.0	62.0	5.0					octadesk	second_page
1451	por chat	31	90	57.61	0.0	https://blog.octadesk.com/atendimento-por-chat/	0.17																	octadesk	second_page
1452	o que é checklist	61	480	63.61	0.0	https://blog.octadesk.com/checklist-de-atendimento-helpdesk/	0.01																	octadesk	second_page
1453	sistema de chamados free	33	480	58.38	56.83	https://www.octadesk.com/	0.88	Help Desk e sistema de atendimento ao cliente Octadesk	20.0	13.0	54.0	121.0	105.0	30577.0	434.0	9.428656	393.0	2.0	5.0	10.0	10.0	24.545454545454547	34.18181818181818	octadesk	second_page
1478	plano e plano relacionamento	60	390	85.02	3.78	https://www.octadesk.com/	0.03	Help Desk e sistema de atendimento ao cliente Octadesk	20.0	13.0	54.0	121.0	105.0	30577.0	434.0	9.428656	393.0	2.0	5.0	10.0	10.0	24.545454545454547	34.18181818181818	octadesk	second_page
1503	plano e plano relacionamento	59	390	85.02	3.78	https://blog.octadesk.com/erros-comuns-relacionamento-com-o-cliente/	0.03				51.0	136.0	8.0	63522.0	1068.0	10.638834	31.0	58.0	9.0					octadesk	second_page
1504	projeto de atendimento ao cliente	22	20	71.23	6.58	https://blog.octadesk.com/atendimento-ao-cliente-para-arquitetos/	0.12				73.0	145.0	8.0	63229.0	1123.0	10.898479	38.0	57.0	10.0					octadesk	second_page
1505	atualização automática	56	40	75.41	0.0	http://blog.octadesk.com/atualizacao-automatica-lista-tickets/	0.15																	octadesk	second_page
1506	planilha excel gratis cadastro de clientes	40	140	68.83	0.91	https://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.45																	octadesk	second_page
1507	recclame aqui	64	110	75.91	0.09	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.01																	octadesk	second_page
1508	desk help	12	30	48.57	56.51	https://blog.octadesk.com/diferencas-service-desk-e-help-desk/	0.91				72.0	146.0	8.0	67714.0	1729.0	16.277282999999997	23.0	57.0	5.0					octadesk	second_page
1509	clientemais	95	260	77.63	0.03	https://blog.octadesk.com/kit-atendimento-ao-cliente-plan-ebook/	0.07																	octadesk	second_page
1510	chat pelo telefone	43	30	78.97	0.0	https://blog.octadesk.com/chat-telefone-octadesk-novos-canais-de-atendimento/	0.47																	octadesk	second_page
1511	servicedesk	97	1900	50.61	43.96	https://blog.octadesk.com/diferencas-service-desk-e-help-desk/	0.54				72.0	146.0	8.0	67714.0	1729.0	16.277282999999997	23.0	57.0	5.0					octadesk	second_page
1512	como fazer um bom atendimento	22	260	64.0	1.33	https://blog.octadesk.com/7-dicas-bom-atendimento-ao-cliente/	0.08				70.0	138.0	8.0	74110.0	2183.0	18.704628	9.0	60.0	8.0					octadesk	second_page
1513	processos de uma empresa	48	70	63.92	0.0	https://blog.octadesk.com/gestao-de-processos-no-atendimento/	0.2				67.0	151.0	8.0	74036.0	2543.0	22.54984	28.0	52.0	5.0					octadesk	second_page
1514	cadastro de clientes excel gratis	39	210	62.65	1.59	https://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.5																	octadesk	second_page
1515	modelo de chek list	23	140	53.21	11.17	https://blog.octadesk.com/checklist-de-atendimento-helpdesk/	0.03																	octadesk	second_page
1516	recle aqui	41	70	74.08	0.0	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.18																	octadesk	second_page
1517	qualidades de um bom funcionario	73	70	71.59	0.0	https://blog.octadesk.com/caracteristicas-de-um-profissional-de-atendimento-ao-cliente/	0.03				66.0	147.0	8.0	60451.0	920.0	9.864187	7.0	57.0	5.0					octadesk	second_page
1518	reclameaki	35	720	79.62	0.29	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.02																	octadesk	second_page
1519	reclama aki	52	110	77.29	0.16	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.0																	octadesk	second_page
1520	a importancia do bom atendimento ao cliente	27	90	58.86	3.12	https://blog.octadesk.com/7-dicas-bom-atendimento-ao-cliente/	0.22				70.0	138.0	8.0	74110.0	2183.0	18.704628	9.0	60.0	8.0					octadesk	second_page
1521	central de relacionamento claro telefone	93	90	78.62	0.65	https://blog.octadesk.com/monte-uma-central-de-atendimento-ao-cliente/	0.17				50.0	138.0	8.0	77358.0	2121.0	18.192865	9.0	62.0	5.0					octadesk	second_page
1522	atendimento com qualidade	14	90	52.34	4.62	https://blog.octadesk.com/qualidade-no-atendimento-ao-cliente/	0.13				63.0	151.0	8.0	94029.0	4469.0	30.293846000000002	13.0	64.0	5.0					octadesk	second_page
1523	atendimento com qualidade	13	90	52.34	4.62	https://blog.octadesk.com/como-melhorar-a-qualidade-no-atendimento-ao-cliente/	0.13				57.0	153.0	8.0	75319.0	1947.0	16.345144	20.0	61.0	5.0					octadesk	second_page
1524	laço outubro rosa	84	590	67.47	0.0	https://blog.octadesk.com/outubro-rosa/	0.0																	octadesk	second_page
1525	analista de help desk	44	90	80.09	0.0	https://blog.octadesk.com/diferencas-service-desk-e-help-desk/	0.61				72.0	146.0	8.0	67714.0	1729.0	16.277282999999997	23.0	57.0	5.0					octadesk	second_page
1526	planilha cadastro de clientes gratis	51	110	72.74	1.49	https://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.68																	octadesk	second_page
1527	atendimento de clientes	80	30	72.49	0.0	https://www.octadesk.com/funcionalidades/atendimento-ao-cliente	0.18				85.0	120.0	55.0	33328.0	463.0	9.466515	249.0	2.0	5.0					octadesk	second_page
1528	vale ressaltar	83	480	78.33	0.0	https://blog.octadesk.com/dicas-de-como-fidelizar-clientes/	0.0				63.0	151.0	8.0	77503.0	2593.0	21.354012	15.0	50.0	5.0					octadesk	second_page
1529	script atendimento	53	30	51.63	0.0	https://blog.octadesk.com/dicas-de-como-fidelizar-clientes/	0.07				63.0	151.0	8.0	77503.0	2593.0	21.354012	15.0	50.0	5.0					octadesk	second_page
1530	que é cultura	21	110	82.3	0.0	https://blog.octadesk.com/cultura-de-atendimento-o-que-e/	0.01				50.0	147.0	8.0	89076.0	3262.0	23.133055	33.0	63.0	20.0					octadesk	second_page
1531	o que é prática	67	50	84.4	0.0	https://blog.octadesk.com/customer-success/	0.0				0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0					octadesk	second_page
1532	exelencia	87	2400	56.81	0.0	https://blog.octadesk.com/excelencia-no-atendimento-importancia/	0.0				65.0	145.0	8.0	76803.0	2312.0	18.595629000000002	24.0	61.0	7.0					octadesk	second_page
1533	sistema de atendimento web	37	20	51.66	3.61	https://www.octadesk.com/	0.68	Help Desk e sistema de atendimento ao cliente Octadesk	20.0	13.0	54.0	121.0	105.0	30577.0	434.0	9.428656	393.0	2.0	5.0	10.0	10.0	24.545454545454547	34.18181818181818	octadesk	second_page
1558	modelo de mapeamento de processos	89	70	50.95	1.98	https://blog.octadesk.com/gestao-de-processos-no-atendimento/	0.34				67.0	151.0	8.0	74036.0	2543.0	22.54984	28.0	52.0	5.0					octadesk	second_page
1559	trabalho sobre atendimento ao cliente	74	50	73.1	0.45	https://blog.octadesk.com/qualidade-no-atendimento-ao-cliente/	0.26				63.0	151.0	8.0	94029.0	4469.0	30.293846000000002	13.0	64.0	5.0					octadesk	second_page
1560	gestão de pessoas e do atendimento ao público para concurso	23	90	80.04	0.0	https://blog.octadesk.com/gestao-de-pessoas-atendimento-ao-cliente/	0.18				63.0	150.0	8.0	72486.0	2054.0	18.039345	41.0	63.0	5.0					octadesk	second_page
1561	site de reclamação de empresas	21	50	83.39	0.06	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.33																	octadesk	second_page
1562	sistema help desk gratuito	44	30	62.72	29.81	https://www.octadesk.com/	0.82	Help Desk e sistema de atendimento ao cliente Octadesk	20.0	13.0	54.0	121.0	105.0	30577.0	434.0	9.428656	393.0	2.0	5.0	10.0	10.0	24.545454545454547	34.18181818181818	octadesk	second_page
1587	www chat com	27	590	55.72	0.58	https://www.octadesk.com/chat-para-site	0.25																	octadesk	second_page
1588	dicas de relacionamento	71	880	71.02	0.32	https://blog.octadesk.com/dicas-relacionamento-com-o-cliente/	0.11				54.0	156.0	8.0	65243.0	1362.0	13.107920000000002	18.0	58.0	8.0					octadesk	second_page
1589	hepdesk	15	30	57.17	0.0	https://blog.octadesk.com/diferencas-service-desk-e-help-desk/	0.77				72.0	146.0	8.0	67714.0	1729.0	16.277282999999997	23.0	57.0	5.0					octadesk	second_page
1590	hepdesk	10	30	57.17	0.0	https://www.octadesk.com/	0.77	Help Desk e sistema de atendimento ao cliente Octadesk	20.0	13.0	54.0	121.0	105.0	30577.0	434.0	9.428656	393.0	2.0	5.0	10.0	10.0	24.545454545454547	34.18181818181818	octadesk	first_page
1615	recalme aqui	43	590	74.66	0.52	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.01																	octadesk	second_page
1616	rodrigo ricco idade	23	90	86.54	0.0	https://blog.octadesk.com/podcast-rodrigo-ricco/	0.04				72.0	0.0	8.0	60709.0	434.0	4.8856015	4.0	56.0	6.0					octadesk	second_page
1617	cadastro de cliente excel	76	140	69.99	1.27	https://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.24																	octadesk	second_page
1618	como fazer feedback	49	880	75.42	0.78	https://blog.octadesk.com/o-que-fazer-feedback-do-cliente/	0.05																	octadesk	second_page
1619	reclame aquio	63	140	74.98	0.06	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.02																	octadesk	second_page
1620	o que é gestão de pessoas nas empresas	86	30	75.05	5.08	https://blog.octadesk.com/gestao-de-pessoas-atendimento-ao-cliente/	0.45				63.0	150.0	8.0	72486.0	2054.0	18.039345	41.0	63.0	5.0					octadesk	second_page
1621	programa de atendimento ao cliente	10	30	57.19	0.78	https://blog.octadesk.com/os-primeiros-passos-para-iniciar-um-programa-de-atendimento-ao-cliente/	0.72																	octadesk	first_page
1622	sistema de chat	18	70	44.91	5.37	https://www.octadesk.com/chat-para-site	0.99																	octadesk	second_page
1623	sistema de help desk free	39	40	64.88	48.94	https://www.octadesk.com/	0.97	Help Desk e sistema de atendimento ao cliente Octadesk	20.0	13.0	54.0	121.0	105.0	30577.0	434.0	9.428656	393.0	2.0	5.0	10.0	10.0	24.545454545454547	34.18181818181818	octadesk	second_page
1648	como diminuir	48	880	81.08	0.0	https://blog.octadesk.com/como-diminuir-o-numero-de-reclamacoes-no-atendimento-ao-cliente/	0.05																	octadesk	second_page
1649	o que chat	77	110	85.73	0.32	https://www.octadesk.com/chat-para-site	0.06																	octadesk	second_page
1650	planilha de controle de clientes excel	49	30	70.13	4.43	https://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.39																	octadesk	second_page
1651	e-commerce news	67	320	51.74	3.29	https://blog.octadesk.com/e-commerce-news/	0.14				50.0	156.0	8.0	55062.0	390.0	4.705604599999999	19.0	56.0	6.0					octadesk	second_page
1652	frases de qualidade no atendimento	23	70	54.76	2.73	https://blog.octadesk.com/6-dicas-da-zappos-sobre-atendimento-ao-cliente/	0.05																	octadesk	second_page
